Rank,Previous Rank,University,Country,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Ranking_Source,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1441,,Sefako Makgatho Health Sciences University,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,570",7.1,2%,65:35:00,28.217,26.0,11.1,42.7,19.2,50.0,2026.0
1442,,TOBB University of Economics and Technology,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,255",13.4,1%,47:53:00,28.2155,20.0,14.7,40.9,67.5,41.1,2026.0
1443,,Pontifícia Universidade Católica do Paraná,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,606",12.7,1%,54:46:00,28.1885,26.3,13.1,40.6,52.4,31.4,2026.0
1444,,Shiv Nadar University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,290",9.2,2%,43:57:00,28.176,31.7,8.1,40.6,27.7,42.5,2026.0
1445,,BINUS University,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,258",13.9,4%,41:59:00,28.1345,21.4,23.5,34.2,50.6,36.3,2026.0
1446,,USAMV Cluj-Napoca,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,453",16.7,6%,54:46:00,28.094,19.7,10.0,52.3,22.0,37.5,2026.0
1447,,National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"19,704",19.3,4%,48:52:00,28.0775,24.4,10.9,40.9,25.4,59.1,2026.0
1448,,Gauhati University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,733",12.7,0%,60:40:00,28.0475,39.4,15.4,31.4,22.4,21.9,2026.0
1449,,National Taiwan Ocean University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,418",16.1,8%,32 : 68,28.041,19.9,27.2,29.3,70.0,35.9,2026.0
1450,,Shinshu University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,657",10.6,3%,33 : 67,28.027,26.7,18.4,32.5,66.8,31.9,2026.0
1451,,Zhejiang Chinese Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"24,976",26.2,5%,63:37:00,28.0225,20.2,17.5,46.1,36.4,22.7,2026.0
1452,,National Textile University,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,839",17.5,0%,30 : 70,28.0185,14.2,13.5,50.4,30.8,47.5,2026.0
1453,,Tokushima University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,395",9.5,2%,36 : 64,28.009,28.9,20.7,27.2,86.7,24.7,2026.0
1454,,Holy Spirit University of Kaslik,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,374",13.0,14%,55:45:00,28.0085,23.0,9.9,38.5,19.5,80.3,2026.0
1455,,University of Jos,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"37,605",23.6,0%,47:53:00,27.9935,15.3,8.6,55.9,18.4,46.4,2026.0
1456,,University of La Serena,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,657",22.4,1%,50:50:00,27.96,14.3,10.3,54.3,17.3,50.3,2026.0
1457,,Kookmin University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,777",18.5,13%,49:51:00,27.9595,28.6,21.3,27.0,59.7,38.1,2026.0
1458,,Reshetnev Siberian State University of Science and Technology,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,412",11.3,4%,34 : 66,27.9545,21.1,9.2,53.0,37.8,22.0,2026.0
1459,,Osaka Metropolitan University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,703",8.7,4%,37 : 63,27.9465,31.3,16.9,28.8,78.3,27.2,2026.0
1460,,Riga Stradiņš University,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,229",24.6,35%,75:25:00,27.9335,18.5,16.9,39.1,25.0,64.6,2026.0
1461,,The British University in Egypt,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,180",21.8,4%,51:49:00,27.9045,16.7,12.1,53.0,19.1,37.4,2026.0
1462,,Budapest University of Technology and Economics,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,656",16.3,15%,32 : 68,27.9025,23.0,18.4,34.2,65.1,38.9,2026.0
1463,,Opole University of Technology,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,752",14.6,9%,30 : 70,27.892,18.6,14.4,45.8,24.1,47.0,2026.0
1464,,SASTRA University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,847",13.9,0%,51:49:00,27.891,27.6,11.0,42.8,41.6,27.4,2026.0
1465,,American International University – Bangladesh,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,515",21.8,2%,26 : 74,27.875,11.9,9.2,59.1,25.1,39.5,2026.0
1466,,Kharazmi University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,192",16.3,3%,55:45:00,27.8715,25.2,14.7,41.8,27.3,33.9,2026.0
1467,,Vytautas Magnus University,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,381",10.6,19%,71:29:00,27.863,23.7,12.9,36.9,21.2,69.5,2026.0
1468,,University of Kerala,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,615",12.2,5%,71:29:00,27.8105,40.2,20.7,23.8,22.4,25.5,2026.0
1469,,National University of Distance Education (UNED),Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"64,730",50.0,4%,58:42:00,27.7455,17.2,19.4,41.8,50.2,33.3,2026.0
1470,,Istanbul Medeniyet University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,298",15.2,3%,52:48:00,27.745,19.2,10.9,53.6,18.5,28.0,2026.0
1471,,I-Shou University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,364",26.8,15%,50:50:00,27.735,16.3,21.1,38.2,60.0,39.3,2026.0
1472,,Université Djillali Liabès de Sidi Bel-Abbès,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"29,211",17.9,1%,55:45:00,27.6895,25.5,9.7,46.3,17.6,36.8,2026.0
1473,,Universidade Federal de Pernambuco,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"36,048",13.2,0%,52:48:00,27.676,33.8,18.5,25.6,62.5,28.8,2026.0
1474,,National Dong Hwa University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,094",18.4,10%,54:46:00,27.658,20.2,25.0,29.0,45.1,52.6,2026.0
1475,,"University of Health Sciences, Turkey",Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"24,562",6.1,11%,51:49:00,27.6055,45.7,10.6,27.3,17.5,28.8,2026.0
1476,,University of La Frontera,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,481",20.2,1%,50:50:00,27.593,17.8,23.7,35.8,24.1,50.2,2026.0
1477,,Thammasat University,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"39,733",14.8,1%,64:36:00,27.5875,23.5,21.0,33.8,37.5,39.0,2026.0
1478,,IFHE Hyderabad,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,438",18.7,0%,42:58:00,27.5615,17.3,10.3,57.2,18.4,21.0,2026.0
1479,,Autonomous University of Sinaloa,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"79,206",17.3,9%,55:45:00,27.538,16.9,7.6,55.8,16.9,39.1,2026.0
1480,,Lebanese University,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"44,105",13.6,18%,55:45:00,27.523,34.8,14.0,21.5,22.8,77.8,2026.0
1481,,Süleyman Demirel University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"32,526",28.9,5%,52:48:00,27.482,27.6,11.5,43.8,24.0,25.4,2026.0
1482,,University of Brasília,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"43,678",14.4,1%,53:47:00,27.4785,34.0,17.7,27.7,33.2,35.7,2026.0
1483,,University of Manouba,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,341",14.4,2%,58:42:00,27.4745,25.9,9.7,42.1,23.9,45.8,2026.0
1484,,University of South Wales,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,530",16.7,31%,52:48:00,27.459,18.2,11.7,35.7,52.3,78.6,2026.0
1485,,Universidad del Desarrollo,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,491",17.7,4%,57:43:00,27.452,16.4,12.1,47.2,28.0,51.0,2026.0
1486,,Kyushu Institute of Technology (Kyutech),Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,616",16.1,4%,0.643055556,27.4515,26.4,16.5,30.9,66.9,39.1,2026.0
1487,,University of Split,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,811",15.0,3%,59:41:00,27.4225,22.2,15.3,42.3,28.6,34.7,2026.0
1488,,National Chung Cheng University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,183",14.8,4%,46:54:00,27.412,21.4,24.8,28.4,77.3,30.6,2026.0
1489,,M. Kumarasamy College of Engineering,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,228",17.8,0%,47:53:00,27.388,15.9,9.1,59.7,17.9,19.1,2026.0
1490,,Yanshan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"38,505",12.6,1%,35 : 65,27.37,21.6,12.2,45.4,57.0,20.8,2026.0
1491,,Ilia State University,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"16,579",12.2,5%,61:39:00,27.3435,18.9,9.7,47.6,17.5,53.0,2026.0
1492,,Suranaree University of Technology,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,931",27.9,1%,53:47:00,27.3345,25.0,17.4,33.7,52.4,36.1,2026.0
1493,,Khulna University,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,131",13.9,0%,45:55:00,27.3225,17.3,9.9,50.7,18.7,45.2,2026.0
1494,,Universidad Católica San Antonio de Murcia (UCAM),Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,966",20.1,18%,56:44:00,27.3155,19.1,18.2,35.1,39.2,57.4,2026.0
1495,,Poznań University of Life Sciences,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,626",7.7,8%,59:41:00,27.3065,26.5,12.8,41.0,30.3,30.2,2026.0
1496,,Hosei University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"28,578",37.4,5%,39 : 61,27.2985,16.3,11.3,49.3,35.2,40.2,2026.0
1497,,Tokai University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"28,774",16.6,5%,29 : 71,27.291,17.6,12.8,46.9,48.3,31.8,2026.0
1498,,Botswana International University of Science and Technology (BIUST),Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,491",12.2,10%,37 : 63,27.2845,23.7,14.1,33.1,19.6,73.2,2026.0
1499,,Yokohama National University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,459",13.2,8%,28 : 72,27.269,28.3,21.9,22.1,82.3,35.3,2026.0
1500,,Tzu Chi University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,102",9.2,7%,61:39:00,27.2685,25.7,26.0,24.7,66.3,27.8,2026.0
1501,,University of La Sabana,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,316",13.2,2%,57:43:00,27.2605,20.9,11.2,46.2,21.3,41.8,2026.0
1502,,Incheon National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,160",21.2,3%,39 : 61,27.2595,19.4,18.4,38.7,48.2,35.5,2026.0
1503,,Netaji Subhas University of Technology,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,856",15.5,2%,0.970833333,27.235,17.7,8.1,57.4,20.8,21.5,2026.0
1504,,Qom University of Medical Sciences,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,793",10.3,5%,56:44:00,27.225,35.8,11.5,34.7,24.6,25.8,2026.0
1505,,Moulay Ismail University,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"79,507",54.9,1%,55:45:00,27.2165,14.0,10.8,56.7,21.3,27.9,2026.0
1506,,Technical University of Crete,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,080",33.2,5%,29 : 71,27.2025,15.6,15.1,45.0,45.1,38.9,2026.0
1507,,Chosun University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"19,223",25.1,2%,47:53:00,27.198,25.2,23.1,25.8,75.0,31.0,2026.0
1508,,Guru Ghasidas Vishwavidyalaya,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,784",22.4,0%,41:59:00,27.1905,20.1,11.5,50.8,22.9,23.6,2026.0
1509,,Federal University of Technology Akure,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,945",20.5,0%,26 : 74,27.187,24.4,12.2,40.0,23.9,46.6,2026.0
1510,,Federal University of Goiás,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"23,032",11.5,1%,42:58:00,27.185,31.8,23.7,25.4,25.4,30.6,2026.0
1511,,Universidad de Cartagena,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"24,568",22.6,1%,47:53:00,27.154,13.4,10.0,55.2,18.9,39.8,2026.0
1512,,Saitama Medical University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,904",1.3,0%,49:51:00,27.1315,27.0,10.8,42.7,44.8,19.1,2026.0
1513,,Sabzevar University of Medical Sciences,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,226",7.0,1%,56:44:00,27.129,24.4,9.7,48.4,17.7,25.2,2026.0
1514,,Christ University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"35,193",20.3,1%,52:48:00,27.1285,15.6,14.5,52.0,22.1,24.5,2026.0
1515,,University of Monastir,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"20,673",9.3,2%,68:32:00,27.0655,24.2,10.9,39.8,32.7,46.9,2026.0
1516,,University of Gdańsk,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,116",10.0,3%,67:33:00,27.054,27.3,15.1,35.3,31.6,36.9,2026.0
1517,,Shahid Sadoughi University of Medical Sciences,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,717",10.5,3%,56:44:00,27.0475,41.5,11.1,30.1,20.4,23.2,2026.0
1518,,Transilvania University of Brașov,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"20,101",22.5,2%,53:47:00,27.0355,14.8,13.4,47.7,35.9,40.5,2026.0
1519,,West University of Timişoara,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,808",19.6,6%,66:34:00,27.034,22.7,13.3,43.7,19.2,34.7,2026.0
1520,,Tokyo Metropolitan University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,789",10.7,5%,39 : 61,27.024,29.7,16.2,29.8,52.8,33.5,2026.0
1521,,Wrocław University of Environmental and Life Sciences,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,399",11.9,6%,67:33:00,27.015,28.5,13.6,36.1,34.9,32.5,2026.0
1522,,Razi University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,378",17.6,4%,59:41:00,26.9715,27.1,14.7,35.7,46.1,28.8,2026.0
1523,,University of Macedonia,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,703",56.3,5%,50:50:00,26.916,17.7,18.0,43.8,31.8,27.5,2026.0
1524,,IPB University,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"22,993",10.3,5%,58:42:00,26.9045,32.8,12.3,27.5,51.1,44.9,2026.0
1525,,SGH Warsaw School of Economics,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,993",14.8,14%,48:52:00,26.901,25.3,21.6,31.8,16.4,39.7,2026.0
1526,,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,743",16.5,7%,45:55:00,26.874,23.2,15.3,36.3,30.2,46.6,2026.0
1527,,University of Northampton,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,775",21.7,46%,63:37:00,26.83,16.1,11.0,40.4,18.7,80.3,2026.0
1528,,University Cadi Ayyad of Marrakech,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"92,358",37.2,1%,55:45:00,26.787,23.3,10.9,43.0,24.5,38.3,2026.0
1529,,Université Saint-Joseph de Beyrouth,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,540",8.4,13%,60:40:00,26.7855,32.2,10.9,24.9,28.2,73.7,2026.0
1530,,"Vels Institute of Science, Technology and Advanced Studies (VISTAS)",India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,173",15.7,0%,25 : 75,26.771,31.5,9.9,41.2,20.0,19.3,2026.0
1531,,Federal University of Lavras,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,186",17.1,2%,49:51:00,26.7605,30.8,19.0,28.7,32.8,29.9,2026.0
1532,,Tunghai University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,886",20.5,9%,55:45:00,26.7355,15.7,15.4,40.8,44.2,48.4,2026.0
1533,,Helwan University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,53,935",23.9,1%,56:44:00,26.7265,22.7,9.0,43.1,23.0,47.6,2026.0
1534,,Medical University of Sofia,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,870",5.2,29%,55:45:00,26.7185,26.4,7.3,37.8,45.9,48.5,2026.0
1535,,Babcock University,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,134",28.1,0%,51:49:00,26.7055,27.6,9.9,41.8,16.0,33.5,2026.0
1536,,Tokyo University of Marine Science and Technology,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,571",11.6,8%,33 : 67,26.655,30.2,17.8,22.7,58.1,46.0,2026.0
1537,,Universitas Negeri Yogyakarta,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"27,783",17.2,2%,56:44:00,26.6225,19.2,12.1,46.0,24.3,35.7,2026.0
1538,,Technical University of Cartagena,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,546",10.4,10%,28 : 72,26.619,28.6,13.8,31.2,41.0,42.4,2026.0
1539,,University of Technology of Troyes,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,898",17.9,24%,26 : 74,26.603,31.8,11.4,22.2,40.4,75.2,2026.0
1540,,Universidad Loyola,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,635",17.8,5%,57:43:00,26.5945,16.2,16.5,41.9,20.2,48.7,2026.0
1541,,Kagawa University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,421",9.8,2%,43:57:00,26.565,25.2,13.4,35.8,62.0,27.0,2026.0
1542,,Pirogov Russian National Research Medical University,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,377",7.8,11%,70:30:00,26.5555,44.2,14.5,18.2,40.6,29.7,2026.0
1543,,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,333",13.1,21%,34 : 66,26.5315,20.8,17.9,31.0,47.3,53.5,2026.0
1544,,Allameh Tabataba ’i University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,319",16.7,3%,57:43:00,26.526,33.2,12.8,32.6,24.0,30.4,2026.0
1545,,Warsaw University of Life Sciences – SGGW,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,317",12.3,8%,59:41:00,26.515,22.1,12.8,41.4,33.4,33.7,2026.0
1546,,University of Toyama,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,960",10.7,3%,38 : 62,26.4945,28.4,15.3,28.4,67.3,32.9,2026.0
1547,,Federal University of Uberlândia,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"26,116",14.2,1%,52:48:00,26.393,24.9,13.1,39.1,39.4,25.9,2026.0
1548,,University of Antofagasta,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,763",10.1,3%,57:43:00,26.3305,22.5,9.6,40.2,18.1,55.0,2026.0
1549,,Istanbul Okan University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,326",12.9,25%,46:54:00,26.3295,26.5,11.0,34.1,17.8,58.4,2026.0
1550,,Moscow Polytechnic University,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,752",17.2,10%,38 : 62,26.311,15.8,12.4,49.5,26.1,28.8,2026.0
1551,,Poznan University of Technology,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,680",11.0,8%,31 : 69,26.2995,25.7,14.0,34.7,47.7,31.2,2026.0
1552,,Lucian Blaga University of Sibiu,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,293",16.3,4%,50:50:00,26.2915,19.0,16.0,42.0,22.6,33.9,2026.0
1552,,Technical University of Košice,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,397",16.8,41%,25 : 75,26.2915,26.8,16.8,26.4,42.9,51.7,2026.0
1554,,Yamagata University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,664",9.1,3%,34 : 66,26.2875,28.2,15.1,27.7,71.8,32.1,2026.0
1555,,University of Zanjan,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,883",23.7,0%,56:44:00,26.2745,25.9,13.7,38.0,27.9,28.6,2026.0
1556,,Cardinal Stefan Wyszyński University in Warsaw,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,253",12.7,2%,64:36:00,26.248,27.6,22.1,29.1,18.3,29.8,2026.0
1557,,Liverpool Hope University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,015",16.7,18%,62:38:00,26.2345,19.5,16.8,30.2,19.0,77.2,2026.0
1558,,Hassiba Benbouali University of Chlef,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"30,568",20.5,1%,66:34:00,26.228,16.2,12.0,45.2,31.1,42.2,2026.0
1559,,Diponegoro University,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"36,538",16.8,4%,66:34:00,26.228,32.5,16.8,23.0,45.4,40.7,2026.0
1560,,Al-Qasim Green University,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,914",7.0,0%,32 : 68,26.2275,22.5,7.9,49.2,16.6,25.0,2026.0
1561,,University of Havana,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"16,451",11.1,3%,62:38:00,26.193,30.8,23.0,14.4,55.8,51.8,2026.0
1562,,Mirpur University of Science and Technology,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,917",27.2,0%,51:49:00,26.161,11.6,10.3,50.8,19.8,49.6,2026.0
1563,,KMITL – King Mongkut’s Institute of Technology Ladkrabang,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"27,090",24.8,3%,50:50:00,26.148,18.9,25.0,24.9,74.5,38.3,2026.0
1564,,University of Las Américas (UDLA),Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,757",11.2,3%,53:47:00,26.1385,20.5,10.2,38.0,25.2,63.0,2026.0
1565,,Kitasato University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,517",5.0,1%,55:45:00,26.101,26.7,12.0,36.0,59.8,20.7,2026.0
1566,,University of Texas Rio Grande Valley,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"27,919",20.1,3%,61:39:00,26.037,18.0,9.6,45.8,23.7,43.4,2026.0
1567,,University of Lodz,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"21,312",14.1,10%,61:39:00,26.0305,24.5,18.5,32.6,21.7,37.2,2026.0
1568,,Manav Rachna International Institute of Research and Studies,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,684",11.2,2%,50:50:00,26.004,29.8,11.0,37.4,21.7,25.8,2026.0
1569,,Recep Tayyip Erdoğan University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,544",14.6,4%,,25.977,20.5,12.4,44.2,30.9,24.5,2026.0
1570,,Universidad Francisco de Vitoria,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,642",21.2,8%,45:55:00,25.975,15.5,12.7,46.3,18.3,41.3,2026.0
1571,,Obafemi Awolowo University,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"32,746",26.3,0%,46:54:00,25.931,21.5,13.4,36.0,45.5,41.1,2026.0
1572,,Nagoya Institute of Technology,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,552",15.7,4%,0.765972222,25.9205,22.8,22.0,25.3,75.3,29.5,2026.0
1573,,Abdelmalek Essaâdi University,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,18,761",84.4,1%,53:47:00,25.9075,22.9,11.1,43.1,20.7,29.0,2026.0
1574,,University of West Bohemia,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,369",14.5,6%,54:46:00,25.9025,19.6,18.0,35.4,38.2,36.7,2026.0
1575,,Université Hassan II de Casablanca,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,20,987",32.6,2%,74:26:00,25.902,22.3,9.4,44.6,27.0,28.5,2026.0
1576,,Universidade Federal do ABC (UFABC),Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"19,284",25.4,1%,38 : 62,25.9015,18.8,17.3,36.0,28.9,45.1,2026.0
1577,,Chung Shan Medical University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,085",17.5,3%,65:35:00,25.8895,20.3,21.4,31.7,63.0,22.2,2026.0
1578,,University of Nairobi,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"52,216",23.3,2%,45:55:00,25.8745,15.9,16.1,39.7,22.5,49.4,2026.0
1579,,Universidade Lusófona,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,743",6.2,17%,55:45:00,25.8485,23.6,9.9,36.9,20.7,54.9,2026.0
1580,,Dokuz Eylül University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"58,554",27.8,10%,49:51:00,25.8365,27.7,15.9,27.2,64.6,30.8,2026.0
