QS_Rank,QS_Previous_Rank,University,Country,QS_Region,QS_Size,QS_Focus,QS_Research,QS_Status,QS_Academic_Reputation_Score,QS_Academic_Reputation_Rank,QS_Employer_Reputation_Score,QS_Employer_Reputation_Rank,QS_Faculty_Student_Ratio_Score,QS_Faculty_Student_Ratio_Rank,QS_Citations_per_Faculty_Score,QS_Citations_per_Faculty_Rank,QS_International_Faculty_Score,QS_International_Faculty_Rank,QS_International_Student_Score,QS_International_Student_Rank,QS_International_Students_Diversity_Score,QS_International_Students_Diversity_Rank,QS_International_Research_Network_Score,QS_International_Research_Network_Rank,QS_Employment_Outcomes_Score,QS_Employment_Outcomes_Rank,QS_Sustainability_Score,QS_Sustainability_Rank,QS_Overall_Score,Ranking_Source,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Percentage,THE_Female_to_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Year,Ranking_Status
1276.0,,University of South Africa,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,207954.0,84.5,2.0,75:25:00,30.6545,19.7,17.8,51.0,30.4,42.2,2026.0,Ranked
1277.0,,Necmettin Erbakan University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18947.0,12.0,13.0,52:48:00,30.645,37.5,15.2,37.3,23.3,40.7,2026.0,Ranked
1278.0,,Khon Kaen University,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32602.0,16.3,2.0,61:39:00,30.6365,28.6,17.3,41.8,49.5,35.5,2026.0,Ranked
1279.0,,Banasthali University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12751.0,22.4,2.0,99:01:00,30.6305,29.8,13.4,50.1,29.4,23.3,2026.0,Ranked
1280.0,,Pondicherry University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9378.0,20.3,0.0,46:54:00,30.628,34.1,17.4,40.6,41.0,22.7,2026.0,Ranked
1281.0,,University of Trás-os-Montes and Alto Douro,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8611.0,14.4,9.0,53:47:00,30.6145,19.6,20.9,47.3,38.6,40.5,2026.0,Ranked
1282.0,,Osmania University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10493.0,25.3,2.0,48:52:00,30.611,34.7,19.0,39.2,34.3,23.1,2026.0,Ranked
1283.0,,Nagoya City University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4602.0,5.8,4.0,54:46:00,30.601,30.8,18.0,38.5,69.5,26.2,2026.0,Ranked
1284.0,,Xiangtan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,38768.0,20.0,0.0,49:51:00,30.5975,18.6,17.4,53.6,56.3,23.1,2026.0,Ranked
1285.0,,Icesi University,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,5974.0,11.9,3.0,52:48:00,30.5885,20.3,12.1,57.0,21.4,41.8,2026.0,Ranked
1286.0,,Kwame Nkrumah University of Science and Technology,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,76838.0,46.8,1.0,39 : 61,30.581,17.7,16.6,53.3,26.7,46.5,2026.0,Ranked
1287.0,,Kuwait University,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29943.0,18.3,13.0,73:27:00,30.565,18.0,11.4,53.7,33.1,60.2,2026.0,Ranked
1288.0,,October 6 University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28613.0,15.3,7.0,53:47:00,30.534,19.8,8.4,61.7,16.8,41.0,2026.0,Ranked
1289.0,,Soonchunhyang University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8983.0,19.4,6.0,50:50:00,30.5245,22.6,27.9,35.8,63.6,33.1,2026.0,Ranked
1290.0,,Duzce University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,21362.0,32.2,7.0,46:54:00,30.519,19.3,20.1,48.3,56.6,29.9,2026.0,Ranked
1291.0,,Pukyong National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,16710.0,18.1,8.0,47:53:00,30.481,30.3,20.4,36.1,54.1,35.1,2026.0,Ranked
1292.0,,"Amity University, Gurugram",India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,5677.0,14.8,1.0,52:48:00,30.4785,24.9,13.4,53.6,17.3,33.0,2026.0,Ranked
1293.0,,Democritus University of Thrace,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,23828.0,33.9,4.0,57:43:00,30.4675,17.4,16.8,56.1,37.0,28.7,2026.0,Ranked
1294.0,,University of Urbino Carlo Bo,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15123.0,38.0,6.0,65:35:00,30.4525,17.6,19.9,47.6,36.3,50.1,2026.0,Ranked
1295.0,,National Chengchi University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13230.0,15.7,16.0,57:43:00,30.4405,27.1,28.9,25.1,62.5,53.8,2026.0,Ranked
1296.0,,Menoufia University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,129699.0,26.1,1.0,45:55:00,30.4335,15.9,10.5,59.7,28.2,48.8,2026.0,Ranked
1297.0,,Seoul National University of Science and Technology (SeoulTech),South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8106.0,11.8,13.0,38 : 62,30.4305,30.3,21.7,35.1,52.6,34.2,2026.0,Ranked
1298.0,,University of Anbar,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,27797.0,11.1,1.0,57:43:00,30.418,25.0,11.1,53.2,36.6,32.0,2026.0,Ranked
1299.0,,University of Engineering & Technology (UET) Lahore,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13860.0,13.5,2.0,33 : 67,30.415,20.2,10.5,54.3,32.4,51.0,2026.0,Ranked
1300.0,,Assiut University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,86744.0,13.2,5.0,51:49:00,30.4025,23.6,12.4,48.3,25.3,57.9,2026.0,Ranked
1301.0,,Gebze Technical University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8171.0,25.3,5.0,45:55:00,30.4,24.9,22.5,40.0,37.3,40.5,2026.0,Ranked
1302.0,,Miguel Hernández University of Elche,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,11551.0,15.2,11.0,52:48:00,30.395,22.0,18.4,42.9,62.6,42.6,2026.0,Ranked
1303.0,,Hyogo Medical University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2613.0,4.7,1.0,59:41:00,30.385,31.0,14.2,45.0,52.3,20.4,2026.0,Ranked
1304.0,,Niigata University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,11826.0,7.1,3.0,37 : 63,30.3815,31.2,15.7,40.9,54.3,29.1,2026.0,Ranked
1305.0,,DIT University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,5304.0,15.8,3.0,31 : 69,30.365,18.7,11.3,63.2,17.1,25.7,2026.0,Ranked
1306.0,,Diego Portales University,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18505.0,17.1,3.0,50:50:00,30.333,16.1,12.2,57.4,19.2,54.1,2026.0,Ranked
1307.0,,Mawlana Bhashani Science and Technology University,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4644.0,17.1,0.0,41:59:00,30.328,13.8,8.7,64.8,19.6,46.8,2026.0,Ranked
1308.0,,Universitas Airlangga,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32097.0,7.2,8.0,66:34:00,30.2505,28.6,14.1,39.2,24.8,66.3,2026.0,Ranked
1309.0,,Salahaddin University–Erbil,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26525.0,10.5,1.0,54:46:00,30.2475,23.4,8.3,60.1,17.0,29.7,2026.0,Ranked
1310.0,,Guru Jambheshwar University of Science and Technology,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7520.0,18.9,0.0,45:55:00,30.233,31.5,11.4,49.9,32.3,18.3,2026.0,Ranked
1311.0,,Austral University,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6488.0,10.8,8.0,55:45:00,30.2045,23.0,11.8,50.6,22.0,52.5,2026.0,Ranked
1312.0,,Biruni University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12510.0,22.2,17.0,70:30:00,30.1995,14.7,11.3,58.8,17.9,56.4,2026.0,Ranked
1313.0,,Babeş-Bolyai University,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,40388.0,18.8,5.0,64:36:00,30.194,20.7,18.6,48.1,32.9,39.3,2026.0,Ranked
1314.0,,Port Said University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,31634.0,33.5,1.0,55:45:00,30.1635,13.3,10.3,61.4,29.7,48.6,2026.0,Ranked
1315.0,,"Indian Institute of Science Education and Research, Pune",India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,1816.0,11.9,0.0,32 : 68,30.1255,36.5,19.8,31.8,31.4,37.6,2026.0,Ranked
1316.0,,Brno University of Technology,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17555.0,14.5,26.0,28 : 72,30.113,24.6,17.7,34.5,73.7,59.0,2026.0,Ranked
1317.0,,Brock University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,21118.0,22.0,19.0,57:43:00,30.06,15.0,18.4,48.0,42.1,56.2,2026.0,Ranked
1318.0,,Inönü University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26262.0,29.7,3.0,52:48:00,30.0485,23.1,15.5,52.6,31.6,22.6,2026.0,Ranked
1319.0,,Kindai University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,34923.0,23.2,2.0,32 : 68,30.0415,17.6,13.3,53.6,60.0,33.5,2026.0,Ranked
1320.0,,Mohammed V University of Rabat,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,82902.0,37.8,4.0,55:45:00,30.034,29.3,16.1,41.9,43.6,32.1,2026.0,Ranked
1321.0,,Hitotsubashi University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6105.0,14.6,14.0,33 : 67,30.025,32.5,21.8,27.6,25.7,64.1,2026.0,Ranked
1322.0,,Noakhali Science and Technology University (NSTU),Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9184.0,22.2,0.0,44:56:00,29.997,11.3,9.4,65.5,17.0,48.1,2026.0,Ranked
1323.0,,Institut Teknologi Bandung,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28425.0,19.4,6.0,44:56:00,29.9955,23.9,25.6,34.8,68.9,31.0,2026.0,Ranked
1324.0,,Universidade Federal do Paraná (UFPR),Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,33204.0,12.2,8.0,50:50:00,29.98,37.2,18.5,29.7,51.9,35.4,2026.0,Ranked
1325.0,,The University of Electro-Communications,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4621.0,14.6,5.0,0.561111111,29.9495,25.7,24.1,32.3,69.1,39.0,2026.0,Ranked
1326.0,,Comenius University Bratislava,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,22226.0,10.4,17.0,65:35:00,29.9305,29.4,17.0,37.2,30.0,52.9,2026.0,Ranked
1327.0,,Hallym University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7676.0,8.5,4.0,,29.9245,26.8,19.9,39.7,62.5,24.5,2026.0,Ranked
1328.0,,Al-Hussein Bin Talal University,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12333.0,33.2,1.0,55:45:00,29.884,10.8,11.6,62.8,18.6,50.0,2026.0,Ranked
1329.0,,Mendel University in Brno,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9185.0,16.2,17.0,54:46:00,29.88,25.4,18.2,39.7,23.1,57.0,2026.0,Ranked
1330.0,,Sathyabama Institute of Science and Technology,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17560.0,12.5,4.0,49:51:00,29.8435,30.9,10.7,48.6,24.0,27.8,2026.0,Ranked
1331.0,,National Institute of Technology Delhi,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,1329.0,13.8,3.0,49:51:00,29.828,32.7,13.9,44.5,20.7,26.3,2026.0,Ranked
1332.0,,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8176.0,18.4,0.0,25 : 75,29.8075,16.1,11.0,56.2,32.2,49.6,2026.0,Ranked
1333.0,,University of Sfax,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,33852.0,9.7,4.0,65:35:00,29.8005,29.7,12.3,41.5,39.3,46.0,2026.0,Ranked
1334.0,,Wuhan Textile University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,24241.0,15.2,2.0,50:50:00,29.795,16.3,12.4,57.9,55.7,23.9,2026.0,Ranked
1335.0,,University of Ioannina,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,33322.0,38.1,3.0,54:46:00,29.763,16.9,15.7,50.5,52.8,39.5,2026.0,Ranked
1336.0,,University of Žilina,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7418.0,15.1,7.0,33 : 67,29.7455,26.2,19.6,39.9,45.5,33.9,2026.0,Ranked
1337.0,,Maharishi Markandeshwar University (MMU),India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,11662.0,12.5,6.0,43:57:00,29.7445,28.8,10.3,50.5,19.1,31.3,2026.0,Ranked
1338.0,,University of Évora,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8196.0,14.0,17.0,58:42:00,29.7265,25.0,21.5,36.8,25.1,54.3,2026.0,Ranked
1339.0,,University of León,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9699.0,10.9,5.0,54:46:00,29.6965,24.9,15.9,41.8,61.0,36.8,2026.0,Ranked
1340.0,,Yazd University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13519.0,29.7,3.0,58:42:00,29.623,21.6,18.5,44.8,44.4,35.6,2026.0,Ranked
1341.0,,University of Guilan,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17021.0,31.2,1.0,58:42:00,29.621,26.0,18.4,44.5,34.0,25.4,2026.0,Ranked
1342.0,,"University of Chemistry and Technology, Prague",Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4505.0,8.8,29.0,57:43:00,29.6165,37.3,14.7,26.9,55.0,54.4,2026.0,Ranked
1343.0,,HES-SO University of Applied Sciences and Arts of Western Switzerland,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17517.0,6.0,29.0,54:46:00,29.5735,24.5,13.8,36.2,29.6,84.0,2026.0,Ranked
1344.0,,University of Mauritius,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9108.0,26.0,7.0,58:42:00,29.558,27.5,14.9,42.2,41.3,37.5,2026.0,Ranked
1345.0,,Université de Poitiers,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28005.0,17.7,13.0,59:41:00,29.5315,27.5,20.9,30.5,39.7,61.6,2026.0,Ranked
1346.0,,Kangwon National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,20621.0,20.1,3.0,42:58:00,29.5195,24.6,24.9,36.6,54.1,25.3,2026.0,Ranked
1347.0,,Chaoyang University of Technology,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13390.0,34.9,6.0,55:45:00,29.51,15.5,22.8,42.6,53.7,45.3,2026.0,Ranked
1348.0,,University of Nebraska Omaha,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13614.0,17.1,5.0,57:43:00,29.5085,17.9,16.9,49.8,41.8,36.2,2026.0,Ranked
1349.0,,University of Technology of Compiègne,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4377.0,16.0,18.0,42:58:00,29.501,28.7,11.6,30.6,58.7,81.9,2026.0,Ranked
1350.0,,Ibn Zohr University,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,145463.0,130.0,1.0,50:50:00,29.4925,20.9,11.8,55.1,21.0,33.8,2026.0,Ranked
1351.0,,Gazi University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,44013.0,19.9,4.0,52:48:00,29.485,27.3,19.6,37.1,69.5,24.5,2026.0,Ranked
1352.0,,SWPS University,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,14605.0,31.5,7.0,77:23:00,29.458,15.8,17.0,49.5,32.8,49.4,2026.0,Ranked
1353.0,,Canterbury Christ Church University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,23395.0,38.4,55.0,57:43:00,29.4325,18.0,13.5,46.3,19.0,74.1,2026.0,Ranked
1354.0,,Manipal University Jaipur,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12438.0,14.0,5.0,46:54:00,29.413,22.5,13.9,51.1,27.8,30.7,2026.0,Ranked
1355.0,,University of Chittagong,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26397.0,24.0,0.0,41:59:00,29.4095,11.5,9.5,60.7,22.8,55.2,2026.0,Ranked
1356.0,,Universidad San Francisco de Quito,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8153.0,9.0,4.0,50:50:00,29.3985,24.0,12.1,44.2,19.3,63.7,2026.0,Ranked
1357.0,,"Vietnam National University, Hanoi",Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,67238.0,18.9,0.0,61:39:00,29.387,17.7,11.5,54.6,28.2,44.3,2026.0,Ranked
1358.0,,Nagasaki University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8747.0,6.7,5.0,39 : 61,29.37,30.1,16.0,35.4,55.2,40.3,2026.0,Ranked
1359.0,,Urmia University of Technology,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,3145.0,24.8,14.0,29 : 71,29.311,12.2,14.3,56.7,22.0,49.0,2026.0,Ranked
1360.0,,Kohat University of Science and Technology,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10175.0,45.4,0.0,25 : 75,29.31,17.1,13.0,51.0,21.7,57.7,2026.0,Ranked
1361.0,,Tomas Bata University in Zlín,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8964.0,18.4,12.0,56:44:00,29.305,22.7,21.1,37.7,28.8,53.7,2026.0,Ranked
1362.0,,Changzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29126.0,17.0,2.0,,29.297,15.5,14.4,54.3,66.9,21.1,2026.0,Ranked
1363.0,,Immanuel Kant Baltic Federal University,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6711.0,16.3,19.0,58:42:00,29.2775,37.1,22.1,20.3,37.1,58.0,2026.0,Ranked
1364.0,,Chung Yuan Christian University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,14676.0,30.2,8.0,47:53:00,29.2745,18.9,24.2,36.4,64.9,42.2,2026.0,Ranked
1365.0,,University of Staffordshire,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15275.0,23.0,22.0,49:51:00,29.2325,16.3,12.3,48.0,23.8,73.4,2026.0,Ranked
1366.0,,Gifu University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7064.0,15.3,4.0,38 : 62,29.206,27.7,23.9,30.0,68.9,31.3,2026.0,Ranked
1367.0,,Lorestan University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9397.0,23.7,7.0,46:54:00,29.189,22.9,11.3,51.9,24.6,34.7,2026.0,Ranked
1368.0,,National Kaohsiung University of Science and Technology,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28069.0,32.6,2.0,36 : 64,29.1595,17.0,22.8,41.7,71.0,29.1,2026.0,Ranked
1369.0,,Indian Institute of Science Education and Research Bhopal,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2194.0,14.2,0.0,39 : 61,29.15,38.3,21.5,29.4,25.1,23.9,2026.0,Ranked
1370.0,,University of Rouen Normandie,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,31367.0,23.8,14.0,61:39:00,29.123,24.9,13.9,38.3,51.6,55.9,2026.0,Ranked
1371.0,,University of Cadiz,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18319.0,15.7,10.0,61:39:00,29.122,21.2,18.3,42.7,37.4,43.4,2026.0,Ranked
1372.0,,University of Valladolid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,21685.0,12.1,8.0,57:43:00,29.1075,24.8,16.7,40.7,44.4,39.5,2026.0,Ranked
1373.0,,University of Malaga,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,36545.0,13.6,6.0,54:46:00,29.086,21.1,17.1,42.1,54.0,41.5,2026.0,Ranked
1374.0,,University of Jendouba,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12953.0,21.4,0.0,71:29:00,29.058,19.2,23.2,37.1,51.4,46.4,2026.0,Ranked
1375.0,,Woosong University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10350.0,15.4,21.0,44:56:00,29.0435,19.1,10.4,43.2,24.2,86.2,2026.0,Ranked
1376.0,,University of the Philippines,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,54405.0,10.7,0.0,57:43:00,29.025,27.4,17.9,39.0,28.9,38.6,2026.0,Ranked
1377.0,,University of Winchester,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7060.0,16.0,12.0,66:34:00,29.001,19.0,15.4,45.4,18.0,61.2,2026.0,Ranked
1378.0,,Jiangxi Normal University (JXNU),China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,35356.0,20.5,0.0,67:33:00,28.972,13.7,13.0,60.2,38.7,20.7,2026.0,Ranked
1379.0,,Universitas Padjadjaran,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32501.0,7.6,5.0,61:39:00,28.941,32.5,13.0,35.1,27.9,52.5,2026.0,Ranked
1380.0,,University of Concepción,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29870.0,17.0,2.0,52:48:00,28.9305,19.3,18.1,40.9,47.7,50.8,2026.0,Ranked
1381.0,,University Rey Juan Carlos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,39309.0,17.3,6.0,57:43:00,28.9215,18.7,15.3,47.4,46.7,38.4,2026.0,Ranked
1382.0,,Toyohashi University of Technology (TUT),Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,1998.0,10.2,13.0,0.643055556,28.9195,30.7,23.6,21.4,83.6,43.4,2026.0,Ranked
1383.0,,Sakarya University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,41615.0,36.6,9.0,52:48:00,28.901,21.8,13.8,49.7,26.7,33.2,2026.0,Ranked
1384.0,,Jeju National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10335.0,15.0,4.0,53:47:00,28.9005,25.3,20.2,38.6,44.1,29.8,2026.0,Ranked
1385.0,,Gyeongsang National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,16298.0,12.6,2.0,44:56:00,28.8265,27.8,19.5,36.0,55.7,25.9,2026.0,Ranked
1386.0,,"Visvesvaraya National Institute of Technology, Nagpur",India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4762.0,16.5,2.0,1.011805556,28.806,32.7,12.8,41.6,36.5,20.1,2026.0,Ranked
1387.0,,Medical University of Silesia in Katowice,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10184.0,6.9,5.0,74:26:00,28.7645,30.1,13.0,42.9,32.0,26.2,2026.0,Ranked
1388.0,,Medical University of Lublin,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6902.0,5.9,13.0,73:27:00,28.7365,33.5,14.6,35.2,38.5,33.6,2026.0,Ranked
1389.0,,University of Maribor,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13082.0,13.9,14.0,55:45:00,28.733,21.5,18.0,41.2,46.2,39.5,2026.0,Ranked
1390.0,,The Jikei University School of Medicine,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,1077.0,0.8,1.0,52:48:00,28.7325,30.3,11.2,43.9,45.4,20.8,2026.0,Ranked
1391.0,,Ege University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,30191.0,13.7,4.0,53:47:00,28.7295,35.0,14.0,34.2,51.3,27.1,2026.0,Ranked
1392.0,,Kashan University of Medical Sciences and Health Services,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,3416.0,0.7,4.0,57:43:00,28.725,29.2,9.0,48.7,17.9,29.0,2026.0,Ranked
1393.0,,Universidade Eduardo Mondlane,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,41967.0,24.9,1.0,44:56:00,28.713,11.3,8.7,60.3,21.1,52.3,2026.0,Ranked
1394.0,,Fu Jen Catholic University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,19288.0,25.9,5.0,59:41:00,28.6825,23.1,27.6,28.5,76.6,30.0,2026.0,Ranked
1395.0,,Ho Chi Minh City Open University,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29906.0,45.6,0.0,64:36:00,28.6585,10.1,10.9,63.1,16.2,39.2,2026.0,Ranked
1396.0,,Nelson Mandela University,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,24272.0,34.8,2.0,60:40:00,28.6425,20.9,16.8,43.2,34.0,43.8,2026.0,Ranked
1397.0,,"Federal University of Technology, Minna",Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26887.0,23.7,0.0,0.970833333,28.6405,22.3,8.5,51.8,17.8,44.6,2026.0,Ranked
1398.0,,University of Nigeria Nsukka,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,45307.0,11.1,1.0,46:54:00,28.637,32.0,11.0,40.3,20.3,41.4,2026.0,Ranked
1399.0,,Prince of Songkla University,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,33623.0,13.1,2.0,68:32:00,28.6325,24.3,16.0,39.4,51.6,39.2,2026.0,Ranked
1400.0,,University of Burgos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8300.0,14.2,5.0,56:44:00,28.6265,21.8,16.7,44.9,29.0,36.3,2026.0,Ranked
1401.0,,South Valley University (Egypt),Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,65017.0,29.3,0.0,56:44:00,28.62,12.8,9.3,58.9,19.3,49.4,2026.0,Ranked
1402.0,,Tezpur University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4573.0,13.0,0.0,45:55:00,28.6045,33.1,17.3,36.8,33.2,19.4,2026.0,Ranked
1403.0,,Damanhour University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,52549.0,34.5,0.0,62:38:00,28.5915,15.0,9.4,56.9,17.2,49.1,2026.0,Ranked
1404.0,,University of Mazandaran,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,11383.0,24.1,3.0,64:36:00,28.5835,26.6,16.2,43.0,25.4,28.3,2026.0,Ranked
1405.0,,Medical University of Bialystok,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,5930.0,12.5,8.0,77:23:00,28.578,31.9,12.1,39.1,41.4,30.3,2026.0,Ranked
