University_Name,Country,Year,QS_Rank,QS_Previous_Rank,QS_Academic_Reputation_Score,QS_Region,QS_Size,QS_Focus,QS_Research_Level,QS_Status,THE_Rank,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Pct,THE_Female_Ratio,THE_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Data_Source,QS_THE_Match_Status,QS_Data_Available,THE_Data_Available
University of Zimbabwe,Zimbabwe,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1637,24488,19.1,1,58,42,25.0865,14.2,10.6,43.8,20.9,51.3,THE only,THE record not matched in QS,FALSE,TRUE
University of Zurich (UZH),Switzerland,2026,100,109,71,Europe,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University POLITEHNICA of Bucharest,Romania,2026,1300.5,1300.5,6.3,Europe,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
University Rey Juan Carlos,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1381,39309,17.3,6,57,43,28.9215,18.7,15.3,47.4,46.7,38.4,THE only,THE record not matched in QS,FALSE,TRUE
University Toulouse – Jean Jaurès,France,2026,1300.5,1100.5,13.1,Europe,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
UNSW Sydney,Australia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,79,47144,32.5,44,45,55,70.0075,50.2,57.7,91.9,96.7,93.7,THE only,THE record not matched in QS,FALSE,TRUE
UPES,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,584,9231,9.6,0,30,70,44.2435,29.6,20.9,81.5,23.2,54.3,THE only,THE record not matched in QS,FALSE,TRUE
Uppsala University,Sweden,2026,93,103,74.7,Europe,L,FC,VH,Public,128,20953,10.9,18,59,41,63.4565,47.4,54.9,81.3,95,71.5,QS + THE,Matched,TRUE,TRUE
Ural Federal University,Russia,2026,519,516,25.8,Europe,XL,CO,VH,Public,956,29855,15.7,15,52,48,36.239,25.7,29.2,44.4,58.3,60.5,QS + THE,Matched,TRUE,TRUE
Urmia University,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,834,13411,27.3,13,49,51,38.225,31.4,23.6,56.6,34.7,50,THE only,THE record not matched in QS,FALSE,TRUE
Urmia University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,719,5350,11.5,8,50,50,40.7795,41.4,11.7,73.2,22.4,30.9,THE only,THE record not matched in QS,FALSE,TRUE
Urmia University of Technology,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1359,3145,24.8,14,29,71,29.311,12.2,14.3,56.7,22,49,THE only,THE record not matched in QS,FALSE,TRUE
Uşak University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2009,18671,26.4,9,51,49,17.5975,12.5,10.9,25.8,17.1,31,THE only,THE record not matched in QS,FALSE,TRUE
USAMV Cluj-Napoca,Romania,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1446,5453,16.7,6,54,46,28.094,19.7,10,52.3,22,37.5,THE only,THE record not matched in QS,FALSE,TRUE
Üsküdar University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1998,17011,28.5,21,62,38,17.88,13.3,9,23.6,19.1,46.7,THE only,THE record not matched in QS,FALSE,TRUE
Utah State University,United States,2026,1100.5,1100.5,7.4,Americas,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Utrecht University,Netherlands,2026,103,105,79.3,Europe,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Utsunomiya University,Japan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2074,4861,14.2,4,36,64,16.1,19.3,12.8,10.4,34.8,29.1,THE only,THE record not matched in QS,FALSE,TRUE
UWE Bristol (University of the West of England),United Kingdom,2026,725.5,745.5,10.6,Europe,XL,CO,HI,Public,747,30220,16.4,29,52,48,40.228,18.8,14.6,73.3,59.2,81.2,QS + THE,Matched,TRUE,TRUE
Uzhhorod National University,Ukraine,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2174,17132,13.9,6,56,44,13.19,17.6,9.2,6.9,17,34.4,THE only,THE record not matched in QS,FALSE,TRUE
V.N. Karazin Kharkiv National University,Ukraine,2026,785.5,745.5,14.3,Europe,L,FC,HI,Public,1908,17491,8.3,27,51,49,19.6645,26.8,11.2,12.1,35.2,46.3,QS + THE,Matched,TRUE,TRUE
Vali-e-Asr University of Rafsanjan,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1648,6371,21.7,1,64,36,24.8885,15.3,10.5,48.4,20,26.8,THE only,THE record not matched in QS,FALSE,TRUE
Van Lang University,Viet Nam,2026,1100.5,-1,31.4,Asia,L,FO,HI,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Van Yüzüncü Yil University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1816,21117,16.7,3,48,52,21.806,22,19.5,22.4,30.4,23,THE only,THE record not matched in QS,FALSE,TRUE
Vanderbilt University,United States,2026,250,248,32.3,Americas,L,FC,VH,Private not for Profit,93,12863,3.8,18,55,45,66.736,53.8,48.1,95.6,91.9,60.8,QS + THE,Matched,TRUE,TRUE
Vasyl Stefanyk Carpathian National University,Ukraine,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2025,14265,17.3,0,67,33,17.3045,16.2,10.1,24,16.6,23.1,THE only,THE record not matched in QS,FALSE,TRUE
"Vellore Institute of Technology (VIT), Vellore, India",India,2026,691,795.5,20.5,Asia,XL,CO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Vels Institute of Science, Technology and Advanced Studies (VISTAS)",India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1530,15173,15.7,0,25,75,26.771,31.5,9.9,41.2,20,19.3,THE only,THE record not matched in QS,FALSE,TRUE
Veltech University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1156,11475,15.6,2,20,80,32.775,18,13.6,67.4,30.4,27.8,THE only,THE record not matched in QS,FALSE,TRUE
Verona University,Italy,2026,875.5,775.5,13.1,Europe,L,FO,VH,Public,398,21809,25.6,5,64,36,49.925,34.6,31.1,81.6,71.1,45,QS + THE,Matched,TRUE,TRUE
Victoria University,Australia,2026,745.5,745.5,9.2,Oceania,L,CO,HI,Public,597,14540,29.4,25,59,41,43.867,22.9,24.7,74.5,55.9,71.5,QS + THE,Matched,TRUE,TRUE
Victoria University of Wellington,New Zealand,2026,240,244,57.2,Oceania,L,CO,VH,Public,434,15728,17.4,12,59,41,48.521,29,33.5,73.7,62.9,75,QS + THE,Matched,TRUE,TRUE
Vienna University of Technology,Austria,2026,197,190,47.6,Europe,M,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Vietnam National University (Ho Chi Minh City),Vietnam,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1836,95620,23.5,0,46,54,21.3415,14.6,12,31.6,39.8,33.1,THE only,THE record not matched in QS,FALSE,TRUE
"Vietnam National University, Hanoi",Viet Nam,2026,765.5,875.5,24.3,Asia,XL,CO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Vietnam National University, Hanoi",Vietnam,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1357,67238,18.9,0,61,39,29.387,17.7,11.5,54.6,28.2,44.3,THE only,THE record not matched in QS,FALSE,TRUE
Vietnam National University - Ho Chi Minh City (VNU-HCM),Viet Nam,2026,825.5,925.5,29.1,Asia,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Vignan’s Foundation for Science, Technology and Research",India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1778,8362,12.8,4,50,50,22.673,23,9.1,35.1,19.6,25.8,THE only,THE record not matched in QS,FALSE,TRUE
Vilnius Gediminas Technical University,Lithuania,2026,875.5,875.5,13.8,Europe,M,SP,VH,Public,1543,8333,13.1,21,34,66,26.5315,20.8,17.9,31,47.3,53.5,QS + THE,Matched,TRUE,TRUE
Vilnius University,Lithuania,2026,446,439,26.9,Europe,L,FC,HI,Public,868,19929,11.7,12,65,35,37.738,26.8,26.5,53.6,58.3,49.8,QS + THE,Matched,TRUE,TRUE
Vinayaka Mission’s Research Foundation,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1595,14971,8.7,0,41,59,25.6505,26.2,8.6,44.4,16.5,19.3,THE only,THE record not matched in QS,FALSE,TRUE
Virginia Commonwealth University,United States,2026,925.5,875.5,9.5,Americas,L,FC,VH,Public,455,25120,10.1,4,65,35,47.9665,38.1,23,81.3,75.3,35.4,QS + THE,Matched,TRUE,TRUE
Virginia Polytechnic Institute (Virginia Tech),United States,2026,358,389,34.5,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Virginia Polytechnic Institute and State University,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,279,38157,18.4,13,44,56,55.359,41.9,41.2,77.5,76.7,63.1,THE only,THE record not matched in QS,FALSE,TRUE
"Visvesvaraya National Institute of Technology, Nagpur",India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1386,4762,16.5,2,23,77,28.806,32.7,12.8,41.6,36.5,20.1,THE only,THE record not matched in QS,FALSE,TRUE
VIT University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,771,44159,16,3,29,71,39.6385,27.7,21,68.8,42.3,40.6,THE only,THE record not matched in QS,FALSE,TRUE
Vita-Salute San Raffaele University,Italy,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,257,4573,27.6,6,64,36,56.118,34.3,34,98.8,66.3,51.3,THE only,THE record not matched in QS,FALSE,TRUE
Volgograd State Medical University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2101,9367,8.2,27,58,42,15.4285,24.1,9.3,6,18.3,41.2,THE only,THE record not matched in QS,FALSE,TRUE
Volgograd State Technical University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2126,12434,13.5,14,33,67,14.7595,19,9.9,10.5,18.9,31.7,THE only,THE record not matched in QS,FALSE,TRUE
Volgograd State University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2044,8062,11.9,4,53,47,16.75,21,12.1,15.4,16.4,23.6,THE only,THE record not matched in QS,FALSE,TRUE
Voronezh State Technical University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2118,10855,12.8,9,37,63,14.8875,20.3,7.9,12.5,19.7,27.6,THE only,THE record not matched in QS,FALSE,TRUE
Voronezh State University,Russia,2026,1401,1300.5,5.7,Europe,L,CO,HI,Public,2094,17718,12.3,14,50,50,15.618,23.5,11,7.1,18.7,34.9,QS + THE,Matched,TRUE,TRUE
Vrije Universiteit Amsterdam,Netherlands,2026,194,221,53.3,Europe,L,FC,VH,Public,179,31949,15.8,20,57,43,60.206,37.7,41.8,91.8,77.5,84.3,QS + THE,Matched,TRUE,TRUE
Vrije Universiteit Brussel (VUB),Belgium,2026,294,278,33.3,Europe,L,FC,VH,Public,234,16387,37.1,24,59,41,57.085,37.8,42.5,80.4,93.6,76.6,QS + THE,Matched,TRUE,TRUE
VSB - Technical University of Ostrava,Czechia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1252,12121,16.2,15,33,67,31.258,25.6,20.9,38.5,48.5,55.4,THE only,THE record not matched in QS,FALSE,TRUE
Vytautas Magnus University,Lithuania,2026,745.5,745.5,14,Europe,M,FO,VH,Public,1467,8381,10.6,19,71,29,27.863,23.7,12.9,36.9,21.2,69.5,QS + THE,Matched,TRUE,TRUE
Wageningen University & Research,Netherlands,2026,153,155,55,Europe,L,CO,VH,Public,66,15905,16.9,31,54,46,72.193,58.6,58.4,90.4,99.5,91.6,QS + THE,Matched,TRUE,TRUE
Wakayama Medical University,Japan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,994,1917,4.4,0,46,54,35.587,36.4,12.6,57.8,58.5,20.2,THE only,THE record not matched in QS,FALSE,TRUE
Wake Forest University,United States,2026,795.5,745.5,7.4,Americas,M,FC,VH,Private not for Profit,431,8289,3.4,10,56,44,48.6825,38,23.2,80.5,92.3,38.7,QS + THE,Matched,TRUE,TRUE
Walailak University,Thailand,2026,1401,-1,8.3,Asia,L,FC,MD,Public,1243,10993,15.2,2,71,29,31.442,19.4,15.4,56.4,18.7,47.8,QS + THE,Matched,TRUE,TRUE
Warsaw University of Life Sciences,Poland,2026,1100.5,1100.5,8,Europe,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Warsaw University of Life Sciences – SGGW,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1545,15317,12.3,8,59,41,26.515,22.1,12.8,41.4,33.4,33.7,THE only,THE record not matched in QS,FALSE,TRUE
Warsaw University of Technology,Poland,2026,487,527,28.4,Europe,L,FO,VH,Public,1427,21694,10.3,8,31,69,28.338,28.3,17.7,32.9,61.1,33.9,QS + THE,Matched,TRUE,TRUE
Waseda University,Japan,2026,196,181,73.6,Asia,XL,CO,VH,Private not for Profit,878,44876,14.2,12,39,61,37.5985,34,26.9,43.5,68,53.3,QS + THE,Matched,TRUE,TRUE
Washington State University,United States,2026,423,466,28.7,Americas,L,FC,VH,Public,435,25504,16.9,6,54,46,48.4695,37.3,33.1,67.8,82.8,56.2,QS + THE,Matched,TRUE,TRUE
Washington University in St. Louis,United States,2026,167,171,46.5,Americas,L,FC,VH,Private not for Profit,67,15165,8.2,28,52,48,71.999,60.8,56.2,97.5,74.5,73.8,QS + THE,Matched,TRUE,TRUE
Wasit University,Iraq,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1758,17316,9.1,0,53,47,23.027,22.9,8.6,36.9,16.5,27.3,THE only,THE record not matched in QS,FALSE,TRUE
Wayne State University,United States,2026,785.5,795.5,9,Americas,L,FC,VH,Public,515,20958,12.7,5,59,41,45.876,38.9,22.1,72.1,80.1,42.1,QS + THE,Matched,TRUE,TRUE
Wenzhou University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,872,25175,19.6,2,51,49,37.698,15.3,16.6,79.3,54.7,31.9,THE only,THE record not matched in QS,FALSE,TRUE
West University of Timisoara,Romania,2026,1300.5,1300.5,13.7,Europe,L,CO,HI,Public,1519,14808,19.6,6,66,34,27.034,22.7,13.3,43.7,19.2,34.7,QS + THE,Matched,TRUE,TRUE
West Virginia University,United States,2026,1100.5,1100.5,6.4,Americas,L,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Western Michigan University,United States,2026,1300.5,1300.5,5,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Western Sydney University,Australia,2026,400,384,26.3,Oceania,XL,FC,VH,Public,306,32737,36.4,26,59,41,54.0185,30.6,31.8,88,68.3,88.5,QS + THE,Matched,TRUE,TRUE
Western University,Canada,2026,151,120,42.3,Americas,L,FC,VH,Public,215,31831,32.7,25,56,44,57.884,39.9,42.6,77.5,99.8,86.9,QS + THE,Matched,TRUE,TRUE
Wilfrid Laurier University,Canada,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1261,20600,25.8,10,-1,-1,31.046,15.8,16.1,49.3,58.4,61.2,THE only,THE record not matched in QS,FALSE,TRUE
William & Mary,United States,2026,1100.5,1100.5,10,Americas,M,CO,VH,Public,812,8786,11.8,6,58,42,38.8835,39.2,22.6,53.9,45.7,36.9,QS + THE,Matched,TRUE,TRUE
Woosong University,South Korea,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1375,10350,15.4,21,44,56,29.0435,19.1,10.4,43.2,24.2,86.2,THE only,THE record not matched in QS,FALSE,TRUE
Worcester Polytechnic Institute,United States,2026,875.5,925.5,3.7,Americas,M,FO,VH,Private not for Profit,721,6312,12.9,14,36,64,40.711,32.6,21.4,59.6,67.2,57.6,QS + THE,Matched,TRUE,TRUE
Wrocław University of Environmental and Life Sciences,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1521,6399,11.9,6,67,33,27.015,28.5,13.6,36.1,34.9,32.5,THE only,THE record not matched in QS,FALSE,TRUE
Wrocław University of Science and Technology,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1432,21125,17.2,6,33,67,28.309,23.6,19.3,36.2,58.5,34,THE only,THE record not matched in QS,FALSE,TRUE
Wroclaw Medical University,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,526,6075,8.6,14,77,23,45.71,43.5,17.9,76.5,48.1,37.5,THE only,THE record not matched in QS,FALSE,TRUE
Wroclaw University of Science and Technology (WUST),Poland,2026,875.5,925.5,15,Europe,L,SP,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Wuhan Textile University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1334,24241,15.2,2,50,50,29.795,16.3,12.4,57.9,55.7,23.9,THE only,THE record not matched in QS,FALSE,TRUE
Wuhan University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,124,49045,13.5,6,-1,-1,64.104,54,48.4,90.1,99.7,41.6,THE only,THE record not matched in QS,FALSE,TRUE
Wuhan University,China (Mainland),2026,186,194,53.6,Asia,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Wuhan University of Technology,China (Mainland),2026,975.5,825.5,7.2,Asia,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Xi'an Jiaotong-Liverpool University,China (Mainland),2026,1100.5,1100.5,5.9,Asia,L,CO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Xi'an Jiaotong University,China (Mainland),2026,305,295,28.5,Asia,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Xiamen University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,276,42518,14.2,3,-1,-1,55.4865,43.3,37.6,84.2,95.1,36.6,THE only,THE record not matched in QS,FALSE,TRUE
Xiamen University,China (Mainland),2026,341,362,34.3,Asia,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Xi’an Jiaotong-Liverpool University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,754,21448,18.3,3,52,48,40.0455,21.2,17.6,71.3,40.5,75.7,THE only,THE record not matched in QS,FALSE,TRUE
Xi’an Jiaotong University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,228,54986,15.9,6,34,66,57.2655,45.1,49.4,75.9,100,38.2,THE only,THE record not matched in QS,FALSE,TRUE
Xiangtan University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1284,38768,20,0,49,51,30.5975,18.6,17.4,53.6,56.3,23.1,THE only,THE record not matched in QS,FALSE,TRUE
Xidian University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,704,39572,14.3,1,25,75,41.434,28.6,25.2,66.5,95.1,25.8,THE only,THE record not matched in QS,FALSE,TRUE
Yale University,United States,2026,21,23,100,Americas,L,FC,VH,Private not for Profit,10,14884,6.2,24,53,47,94.081,94.6,94.5,97.2,87.6,81.4,QS + THE,Matched,TRUE,TRUE
Yamagata University,Japan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1554,8664,9.1,3,34,66,26.2875,28.2,15.1,27.7,71.8,32.1,THE only,THE record not matched in QS,FALSE,TRUE
Yamaguchi University,Japan,2026,1401,1300.5,4.4,Asia,M,FC,HI,Public,1684,10373,10.9,5,38,62,24.282,27.8,14.2,24,58.7,32.2,QS + THE,Matched,TRUE,TRUE
Yangzhou University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,530,30130,12.4,10,-1,-1,45.668,34.3,27.1,70.1,81.2,45.5,THE only,THE record not matched in QS,FALSE,TRUE
Yanshan University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1490,38505,12.6,1,35,65,27.37,21.6,12.2,45.4,57,20.8,THE only,THE record not matched in QS,FALSE,TRUE
Yarmouk University,Jordan,2026,875.5,975.5,23.4,Asia,L,FC,HI,Public,720,21300,23.6,15,-1,-1,40.7555,29.3,17.9,69.9,29.9,63.4,QS + THE,Matched,TRUE,TRUE
Yaşar University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1253,5975,10.8,3,51,49,31.181,21.5,11.8,57.8,21.1,43.1,THE only,THE record not matched in QS,FALSE,TRUE
Yasouj University,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1594,4104,16.3,4,57,43,25.66,19.9,14.5,42.2,23.8,26.3,THE only,THE record not matched in QS,FALSE,TRUE
Yazd University,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1340,13519,29.7,3,58,42,29.623,21.6,18.5,44.8,44.4,35.6,THE only,THE record not matched in QS,FALSE,TRUE
Yeditepe University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1633,17879,21.7,7,56,44,25.24,23.9,14.1,28.9,57.2,41.9,THE only,THE record not matched in QS,FALSE,TRUE
Yerevan State University,Armenia,2026,1100.5,925.5,8.7,Asia,M,CO,HI,Public,1999,14333,7.2,3,53,47,17.864,25.4,9.1,12.4,22.3,41.6,QS + THE,Matched,TRUE,TRUE
