Rank_QS,Previous Rank,Name_QS,Country/Territory,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Rank_THE,Name_THE,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1201-1400,1201-1400,Ivan Franko National University of Lviv,Ukraine,Europe,L,CO,HI,Public,9.6,701,25.3,533,32.8,590,1.7,801,1.3,801,1.6,801.0,6.0,801.0,13.3,801.0,26.1,622,43.1,801,-,2092,Ivan Franko National University of Lviv,Ukraine,21946,13.2,0.01,"2 days, 18:34:00",15.696,20.5,11.1,11.5,18.8,29.7,2026
1201-1400,1201-1400,Jahangirnagar University,Bangladesh,Asia,L,CO,HI,,12.2,701,17.5,701,5.7,801,9.3,801,,,,,,,35.3,801.0,4.5,801,33.2,801,-,941,Jahangirnagar University,Bangladesh,11895,16.9,0.0,"2 days, 2:50:00",36.5274999999999,19.7,10.0,77.6,20.4,49.6,2026
1201-1400,1201-1400,Jeju National University,Republic of Korea,Asia,M,FC,VH,Public,5.1,701,3.4,701,44.3,446,13.5,801,9.4,801,9.3,801.0,13.1,801.0,23.4,801.0,1.8,801,53.4,632=,-,1384,Jeju National University,South Korea,10335,15.0,0.04,"2 days, 5:47:00",28.9004999999999,25.3,20.2,38.6,44.1,29.8,2026
1201-1400,1001-1200,Kagoshima University,Japan,Asia,M,FC,VH,Public,7.8,701,4.7,701,69.6,234,6.1,801,5.1,801,5.0,801.0,4.0,801.0,24.0,801.0,1.6,801,23.0,801,-,1751,Kagoshima University,Japan,10130,10.5,0.02,39 : 61,23.1989999999999,26.5,13.8,23.8,56.3,26.5,2026
1201-1400,1201-1400,Kharkiv National University of Radio Electronics,Ukraine,Europe,M,SP,HI,Public,3.2,701,22.5,591,31.1,615,2.2,801,1.8,801,10.7,801.0,14.9,801.0,12.9,801.0,4.7,801,33.3,801,-,1871,Kharkiv National University of Radio Electronics,Ukraine,7129,11.6,0.06,30 : 70,20.7025,20.8,9.0,30.0,18.6,29.5,2026
1201-1400,1201-1400,King Mongkut's University of Technology North Bangkok,Thailand,Asia,L,FO,VH,Public,13.4,701,11.9,701,5.3,801,7.3,801,3.8,801,1.4,801.0,5.8,801.0,31.1,801.0,3.1,801,31.7,801,-,1266,King Mongkut's University of Technology North Bangkok,Thailand,27960,22.6,0.01,40 : 60,30.97,17.8,15.3,55.9,57.3,29.6,2026
1201-1400,1201-1400,Kwame Nkrumah University of Science and Technology,Ghana,Africa,XL,CO,HI,,10.2,701,9.2,701,6.0,801,3.9,801,,,,,,,65.9,611.0,49.9,344,42.3,801,-,1286,Kwame Nkrumah University of Science and Technology,Ghana,76838,46.8,0.01,39 : 61,30.581,17.7,16.6,53.3,26.7,46.5,2026
1201-1400,1201-1400,Kyoto Institute of Technology,Japan,Asia,S,FO,VH,Public,8.0,701,6.3,701,18.6,801,18.7,741,15.3,801,13.6,801.0,17.1,801.0,13.2,801.0,1.8,801,24.6,801,-,1771,Kyoto Institute of Technology,Japan,4018,14.5,0.06,29 : 71,22.7885,25.5,17.7,16.2,72.2,31.8,2026
1201-1400,,Latvia University of Life Sciences and Technologies,Latvia,Europe,S,FO,VH,Public,7.5,701,10.1,701,5.7,801,7.9,801,1.8,801,16.5,790.0,19.1,776.0,24.1,801.0,17.7,768,35.8,801,-,1919,Latvia University of Life Sciences and Technologies,Latvia,3998,14.1,0.08,"2 days, 1:51:00",19.4344999999999,21.7,15.8,17.9,24.9,27.8,2026
1201-1400,1201-1400,Meiji University,Japan,Asia,XL,FO,HI,Private for Profit,9.4,701,24.6,545,5.9,801,2.5,801,14.5,801,8.9,801.0,13.3,801.0,12.6,801.0,29.4,559,29.4,801,-,2124,Meiji University,Japan,34072,21.9,0.05,34 : 66,14.786,16.2,10.2,11.6,31.1,31.0,2026
1201-1400,,National Chin-Yi University of Technology,Taiwan,Asia,M,FO,VH,Public,13.0,701,16.4,701,8.8,801,12.9,801,3.1,801,20.6,718.0,21.3,745.0,15.6,801.0,2.1,801,40.0,801,-,1640,National Chin-Yi University of Technology,Taiwan,7667,22.4,0.12,31 : 69,25.0785,15.0,26.6,27.3,50.3,36.5,2026
1201-1400,1201-1400,National Dong Hwa University,Taiwan,Asia,M,CO,HI,Public,16.3,701,7.0,701,8.6,801,8.7,801,13.9,801,18.6,750.0,22.2,729.0,10.7,801.0,2.1,801,46.9,793=,-,1474,National Dong Hwa University,Taiwan,10094,18.4,0.1,"2 days, 6:46:00",27.6579999999999,20.2,25.0,29.0,45.1,52.6,2026
1201-1400,1201-1400,National Taiwan Ocean University,Taiwan,Asia,M,FO,VH,Public,7.7,701,6.3,701,16.0,801,18.5,745,10.2,801,13.9,801.0,16.6,801.0,18.6,801.0,4.1,801,55.7,582=,-,1449,National Taiwan Ocean University,Taiwan,8418,16.1,0.08,32 : 68,28.0409999999999,19.9,27.2,29.3,70.0,35.9,2026
1201-1400,1201-1400,Novosibirsk State Technical University,Russian Federation,Europe,L,FO,VH,Public,5.7,701,11.1,701,27.7,686,2.8,801,2.0,801,56.7,366.0,55.2,372.0,11.6,801.0,7.3,801,15.2,801,-,2012,Novosibirsk State Technical University,Russian Federation,14178,16.5,0.2,37 : 63,17.525,18.1,12.9,14.3,32.8,37.9,2026
1201-1400,,Ozyegin University,Türkiye,Asia,M,FO,VH,Private not for Profit,6.6,701,16.1,701,10.2,801,10.1,801,14.7,801,33.5,552.0,38.7,510.0,18.4,801.0,2.6,801,45.1,801,-,917,Ozyegin University,Turkey,6166,24.1,0.12,"1 day, 23:53:00",36.9209999999999,20.6,30.7,47.8,80.9,58.2,2026
1201-1400,1201-1400,Pondicherry University,India,Asia,M,CO,VH,Public,5.1,701,3.4,701,7.4,801,33.4,545,2.3,801,1.6,801.0,6.0,801.0,34.7,801.0,3.2,801,47.1,785=,-,1280,Pondicherry University,India,9378,20.3,0.0,"1 day, 22:54:00",30.628,34.1,17.4,40.6,41.0,22.7,2026
1201-1400,1201-1400,Portland State University,United States of America,Americas,L,CO,VH,Public,4.9,701,2.6,701,14.8,801,15.7,789,2.1,801,10.8,801.0,8.3,801.0,42.3,801.0,16.5,796,47.0,789=,-,985,Portland State University,United States,16947,21.0,0.06,"2 days, 9:43:00",35.77,22.3,24.5,56.7,55.1,38.3,2026
1201-1400,1201-1400,Pukyong National University,Republic of Korea,Asia,L,CO,VH,Public,9.4,701,6.0,701,21.2,801,13.6,801,6.6,801,13.9,801.0,10.6,801.0,33.9,801.0,1.7,801,58.6,530=,-,1291,Pukyong National University,South Korea,16710,18.1,0.08,"1 day, 23:53:00",30.481,30.3,20.4,36.1,54.1,35.1,2026
1201-1400,,Riphah International University,Pakistan,Asia,L,CO,HI,Private not for Profit,13.8,701,8.2,701,26.2,712,6.4,801,2.2,801,1.5,801.0,5.9,801.0,51.8,801.0,3.2,801,32.3,801,-,1038,Riphah International University,Pakistan,26970,11.9,0.0,"2 days, 10:42:00",34.8055,20.0,10.4,71.2,17.8,50.9,2026
1201-1400,1001-1200,Samara National Research University (Samara University),Russian Federation,Europe,M,CO,VH,Public,4.0,701,3.7,701,74.6,199,3.2,801,2.9,801,22.3,696.0,27.1,652.0,19.5,801.0,13.2,801,30.6,801,-,1872,Samara National Research University (Samara University),Russian Federation,9427,10.4,0.1,"1 day, 22:54:00",20.6815,27.1,14.1,16.2,34.2,31.6,2026
1201-1400,1201-1400,Sathyabama Institute of Science and Technology,India,Asia,L,CO,VH,Private not for Profit,11.0,701,10.4,701,27.0,698,9.4,801,7.5,801,6.1,801.0,10.6,801.0,29.5,801.0,1.7,801,51.0,680=,-,1330,Sathyabama Institute of Science and Technology,India,17560,12.5,0.04,"2 days, 1:51:00",29.8435,30.9,10.7,48.6,24.0,27.8,2026
1201-1400,1001-1200,Shinshu University,Japan,Asia,M,FC,VH,Public,4.7,701,4.9,701,39.9,507,20.2,709,6.8,801,4.7,801.0,8.8,801.0,25.2,801.0,3.4,801,24.6,801,-,1450,Shinshu University,Japan,10657,10.6,0.03,33 : 67,28.0269999999999,26.7,18.4,32.5,66.8,31.9,2026
1201-1400,,Shiv Nadar University,India,Asia,S,CO,VH,Private for Profit,7.5,701,6.1,701,42.1,476,20.8,701,17.4,759,3.2,801.0,7.3,801.0,13.5,801.0,1.8,801,30.4,801,-,1444,Shiv Nadar University,India,2290,9.2,0.02,"1 day, 19:57:00",28.176,31.7,8.1,40.6,27.7,42.5,2026
1201-1400,1001-1200,Slovak University of Agriculture in Nitra,Slovakia,Europe,S,SP,HI,Public,8.9,701,10.6,701,36.7,547,15.5,794,8.8,801,8.9,801.0,12.3,801.0,28.5,801.0,5.7,801,24.9,801,-,1411,Slovak University of Agriculture in Nitra,Slovakia,4478,12.5,0.05,"2 days, 6:46:00",28.5155,27.5,19.3,34.0,22.9,49.2,2026
1201-1400,1201-1400,Suranaree University of Technology,Thailand,Asia,L,FC,HI,Public,10.2,701,6.5,701,5.9,801,16.7,768,7.4,801,2.4,801.0,6.7,801.0,27.3,801.0,3.2,801,44.6,801,-,1492,Suranaree University of Technology,Thailand,14931,27.9,0.01,"2 days, 5:47:00",27.3345,25.0,17.4,33.7,52.4,36.1,2026
1201-1400,1001-1200,Taibah University,Saudi Arabia,Asia,XL,FC,HI,Public,9.2,701,4.3,701,7.6,801,7.4,801,90.6,221,3.6,801.0,8.2,801.0,38.0,801.0,2.5,801,32.5,801,-,1168,Taibah University,Saudi Arabia,45990,19.5,0.02,"2 days, 15:37:00",32.64,16.1,11.2,60.4,23.0,74.7,2026
1201-1400,1201-1400,Tamkang University,Taiwan,Asia,L,CO,HI,Private for Profit,7.8,701,9.9,701,5.2,801,11.0,801,8.0,801,11.6,801.0,16.4,801.0,24.6,801.0,35.6,484,45.7,801,-,1587,Tamkang University,Taiwan,21955,20.1,0.07,"1 day, 22:54:00",25.7404999999999,16.1,12.4,40.1,50.5,44.6,2026
1201-1400,1201-1400,Tanta University,Egypt,Africa,XL,FC,HI,Public,7.7,701,9.8,701,7.2,801,4.0,801,1.5,801,3.0,801.0,7.3,801.0,73.3,484.0,5.7,801,48.1,757=,-,1133,Tanta University,Egypt,128933,20.0,0.01,"2 days, 6:46:00",33.1674999999999,20.0,9.5,66.3,23.5,49.1,2026
1201-1400,1201-1400,Technical University of Cluj-Napoca,Romania,Europe,L,SP,VH,Public,5.8,701,10.7,701,10.5,801,8.2,801,4.0,801,5.6,801.0,10.1,801.0,46.5,801.0,5.1,801,42.1,801,-,1710,Technical University of Cluj-Napoca,Romania,18486,20.3,0.03,38 : 62,23.9174999999999,17.8,13.9,36.4,41.7,27.3,2026
1201-1400,1201-1400,Technical University of Liberec,Czechia,Europe,M,CO,VH,Public,5.6,701,5.0,701,43.9,452,9.3,801,15.6,789,14.9,801.0,18.7,785.0,28.5,801.0,2.5,801,15.7,801,-,1784,Technical University of Liberec,Czechia,5565,11.3,0.1,"2 days, 5:47:00",22.6215,22.2,16.9,20.3,37.6,47.7,2026
1201-1400,,Tishk International University,Iraq,Asia,M,CO,HI,Private for Profit,13.4,701,4.0,701,8.0,801,11.8,801,74.2,318,1.6,801.0,5.9,801.0,33.5,801.0,5.9,801,17.3,801,-,1011,Tishk International University,Iraq,4665,16.1,0.01,"2 days, 2:50:00",35.245,15.4,13.3,69.8,19.0,68.6,2026
1201-1400,1201-1400,Tokai University,Japan,Asia,L,FC,HI,Private not for Profit,12.8,701,9.0,701,18.1,801,5.4,801,7.7,801,5.3,801.0,4.2,801.0,28.8,801.0,3.4,801,34.4,801,-,1497,Tokai University,Japan,28774,16.6,0.05,29 : 71,27.2909999999999,17.6,12.8,46.9,48.3,31.8,2026
1201-1400,1001-1200,Tokushima University,Japan,Asia,M,SP,VH,Public,5.4,701,3.2,701,70.1,231,10.2,801,3.3,801,3.8,801.0,7.8,801.0,18.2,801.0,6.4,801,23.3,801,-,1453,Tokushima University,Japan,7395,9.5,0.02,36 : 64,28.0089999999999,28.9,20.7,27.2,86.7,24.7,2026
1201-1400,1201-1400,Tunghai University,Taiwan,Asia,L,FO,VH,Private for Profit,10.1,701,9.2,701,6.7,801,13.1,801,13.5,801,17.8,765.0,21.7,735.0,28.2,801.0,21.9,696,47.5,774=,-,1532,Tunghai University,Taiwan,14886,20.5,0.09,"2 days, 7:45:00",26.7355,15.7,15.4,40.8,44.2,48.4,2026
1201-1400,1201-1400,Universidad del Desarrollo,Chile,Americas,L,CO,HI,Private not for Profit,11.8,701,15.7,701,15.7,801,4.0,801,10.6,801,3.3,801.0,7.6,801.0,18.3,801.0,6.8,801,47.5,774=,-,1485,Universidad del Desarrollo,Chile,17491,17.7,0.04,"2 days, 9:43:00",27.4519999999999,16.4,12.1,47.2,28.0,51.0,2026
1201-1400,1201-1400,Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,Public,18.1,674,10.1,701,3.1,801,4.1,801,6.6,801,1.5,801.0,1.4,801.0,26.8,801.0,7.1,801,41.0,801,-,2106,Universidad Nacional del Litoral,Argentina,50839,34.9,0.01,"2 days, 15:37:00",15.3419999999999,13.5,9.6,16.9,25.2,33.3,2026
1201-1400,1201-1400,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,Americas,XL,FO,HI,Private not for Profit,17.8,689,26.8,511,4.7,801,1.4,801,17.1,766,2.1,801.0,1.8,801.0,10.1,801.0,4.8,801,32.0,801,-,2171,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,81453,29.7,0.02,"2 days, 1:51:00",13.3725,12.0,8.8,13.6,17.2,33.5,2026
1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,Public,13.2,701,6.5,701,22.6,780,4.0,801,4.8,801,1.4,801.0,1.3,801.0,48.0,801.0,22.6,680,31.8,801,-,1732,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,34661,11.8,0.0,"2 days, 7:45:00",23.5715,32.2,12.3,24.5,23.2,29.7,2026
1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,Public,13.5,701,5.0,701,11.8,801,5.7,801,6.9,801,2.0,801.0,1.8,801.0,48.7,801.0,20.6,715,41.4,801,-,1654,Universidade Federal da Bahia,Brazil,50721,19.0,0.01,"2 days, 6:46:00",24.7075,27.1,14.6,30.0,25.1,33.0,2026
1201-1400,1201-1400,Universitas Negeri Yogyakarta,Indonesia,Asia,L,CO,HI,Public,17.4,701,6.7,701,12.2,801,2.0,801,18.8,732,2.8,801.0,7.2,801.0,10.8,801.0,2.8,801,32.5,801,-,1537,Universitas Negeri Yogyakarta,Indonesia,27783,17.2,0.02,"2 days, 8:44:00",26.6225,19.2,12.1,46.0,24.3,35.7,2026
1201-1400,1201-1400,Universitas Pendidikan Indonesia,Indonesia,Asia,XL,CO,HI,Public,17.4,701,5.7,701,16.2,801,2.2,801,17.6,757,2.5,801.0,7.1,801.0,20.0,801.0,2.7,801,43.1,801,-,1806,Universitas Pendidikan Indonesia,Indonesia,37007,16.9,0.02,"2 days, 8:44:00",22.0574999999999,20.3,11.9,32.2,20.7,28.4,2026
1201-1400,,Universiti Malaysia Kelantan,Malaysia,Asia,M,CO,VH,Public,9.5,701,3.6,701,7.1,801,10.6,801,17.0,768,14.2,801.0,16.4,801.0,25.5,801.0,5.1,801,47.9,763=,-,1647,Universiti Malaysia Kelantan,Malaysia,10001,20.0,0.08,"2 days, 22:30:00",24.9344999999999,16.1,14.8,35.5,37.7,49.8,2026
1201-1400,1201-1400,University of Babylon,Iraq,Asia,L,FC,HI,Public,7.7,701,25.9,524,19.6,801,3.7,801,1.3,801,1.2,801.0,1.1,801.0,36.6,801.0,5.8,801,29.8,801,-,1733,University of Babylon,Iraq,29695,12.9,0.01,"2 days, 7:45:00",23.5414999999999,28.4,9.0,33.4,21.9,22.1,2026
1201-1400,1201-1400,University of Basrah,Iraq,Asia,XL,FC,HI,Public,9.1,701,26.6,514,18.7,801,2.2,801,,,1.0,801.0,1.0,801.0,34.7,801.0,14.2,801,20.0,801,-,2161,University of Basrah,Iraq,88218,22.8,0.0,"2 days, 16:36:00",13.6819999999999,15.2,8.1,14.5,17.1,24.2,2026
1201-1400,1001-1200,University of Derby,United Kingdom,Europe,L,CO,HI,Public,5.4,701,7.5,701,12.0,801,10.9,801,40.8,492,49.9,409.0,54.6,375.0,42.8,801.0,2.2,801,34.0,801,-,793,University of Derby,United Kingdom,15820,14.6,0.26,"2 days, 13:39:00",39.293,19.0,14.1,74.0,34.6,80.2,2026
1201-1400,1201-1400,University of International Business and Economics,China (Mainland),Asia,L,SP,VH,Public,3.3,701,5.1,701,16.5,801,8.4,801,8.6,801,43.3,465.0,32.4,586.0,8.2,801.0,21.2,704,29.8,801,-,533,University of International Business and Economics,China,15343,14.2,0.12,"3 days, 1:27:00",45.6239999999999,29.2,19.0,87.3,31.5,54.0,2026
1201-1400,,University of Kerbala,Iraq,Asia,L,FC,HI,Public,12.8,701,14.8,701,35.3,560,2.0,801,2.1,801,1.9,801.0,1.7,801.0,13.9,801.0,5.6,801,21.3,801,-,2049,University of Kerbala,Iraq,25226,12.4,0.0,"2 days, 7:45:00",16.7159999999999,22.3,8.1,16.9,16.4,27.5,2026
1201-1400,1201-1400,University of Kufa,Iraq,Asia,XL,FC,HI,Public,7.4,701,33.3,433,31.7,607,2.1,801,,,1.0,801.0,1.0,801.0,26.3,801.0,5.7,801,15.6,801,-,1739,University of Kufa,Iraq,35860,11.8,0.0,"2 days, 11:41:00",23.5005,23.6,9.0,38.1,16.9,24.3,2026
1201-1400,1201-1400,University of Memphis,United States of America,Americas,L,CO,VH,Public,4.1,701,4.1,701,18.6,801,13.9,801,2.5,801,19.4,737.0,14.7,801.0,41.9,801.0,15.0,801,35.1,801,-,1027,University of Memphis,United States,15761,14.3,0.1,"2 days, 12:40:00",34.9995,30.1,19.3,48.6,62.7,45.8,2026
1201-1400,1201-1400,University of Miskolc,Hungary,Europe,M,FO,VH,Private not for Profit,9.0,701,10.3,701,20.4,801,4.7,801,3.0,801,6.4,801.0,5.0,801.0,24.5,801.0,16.3,801,27.8,801,-,1835,University of Miskolc,Hungary,9107,17.7,0.09,"2 days, 3:49:00",21.346,23.8,14.7,21.2,24.3,36.4,2026
1201-1400,,University of Mosul,Iraq,Asia,XL,FC,HI,Public,7.3,701,12.9,701,23.4,764,1.7,801,1.0,801,1.3,801.0,5.7,801.0,30.2,801.0,28.8,577,26.4,801,-,2063,University of Mosul,Iraq,57684,13.7,0.0,"2 days, 8:44:00",16.4444999999999,19.3,10.5,16.9,29.9,19.2,2026
1201-1400,1001-1200,University of Novi Sad,Serbia,Europe,XL,FC,HI,Public,12.5,701,6.5,701,10.5,801,6.9,801,,,,,,,82.1,312.0,30.7,538,31.2,801,-,1679,University of Novi Sad,Serbia,49296,14.0,0.07,"2 days, 10:42:00",24.3394999999999,19.9,11.5,32.8,59.6,38.8,2026
1201-1400,1201-1400,University of Ostrava,Czechia,Europe,M,FC,HI,Public,8.0,701,2.9,701,20.5,801,5.9,801,34.6,540,32.2,564.0,24.2,702.0,28.9,801.0,5.0,801,24.2,801,-,1635,University of Ostrava,Czechia,9219,16.4,0.12,"2 days, 22:30:00",25.2134999999999,20.0,16.7,32.7,20.7,51.1,2026
1201-1400,1201-1400,University of Pannonia,Hungary,Europe,S,FO,VH,Public,6.1,701,7.3,701,33.3,584,14.9,801,5.8,801,7.2,801.0,5.6,801.0,55.5,760.0,5.0,801,23.4,801,-,1652,University of Pannonia,Hungary,5317,20.0,0.06,"2 days, 1:51:00",24.7639999999999,22.7,17.7,29.9,31.8,35.9,2026
1201-1400,1201-1400,University of Pardubice,Czechia,Europe,M,CO,VH,Public,5.2,701,5.2,701,47.8,407,5.8,801,12.3,801,15.5,801.0,19.7,768.0,36.2,801.0,2.5,801,15.8,801,-,1785,University of Pardubice,Czechia,7339,15.3,0.09,"2 days, 7:45:00",22.61,19.7,18.6,22.8,37.8,40.7,2026
1201-1400,1201-1400,University of Peradeniya,Sri Lanka,Asia,L,CO,HI,Public,10.4,701,13.6,701,14.3,801,3.7,801,,,1.6,801.0,6.0,801.0,39.5,801.0,17.7,765,50.6,693=,-,1420,University of Peradeniya,Sri Lanka,20419,26.2,0.0,"2 days, 12:40:00",28.4395,12.8,12.4,56.4,30.0,39.3,2026
1201-1400,,University of Petra,Jordan,Asia,M,CO,HI,Private for Profit,8.8,701,8.1,701,10.0,801,6.2,801,25.9,635,47.1,429.0,44.2,472.0,9.9,801.0,5.7,801,34.6,801,-,934,University of Petra,Jordan,5154,17.3,0.18,"2 days, 6:46:00",36.665,15.2,12.4,76.1,17.5,67.4,2026
1201-1400,1201-1400,University of Primorska,Slovenia,Europe,M,CO,HI,Public,3.6,701,5.7,701,12.3,801,8.3,801,31.6,567,38.9,506.0,37.4,523.0,45.4,801.0,13.2,801,21.8,801,-,1702,University of Primorska,Slovenia,5744,13.5,0.23,"3 days, 4:24:00",24.061,20.0,17.4,25.1,23.0,62.2,2026
1201-1400,1201-1400,University of Rajshahi,Bangladesh,Asia,L,CO,HI,,13.2,701,13.1,701,6.2,801,6.4,801,1.3,801,1.2,801.0,5.6,801.0,23.5,801.0,4.4,801,39.3,801,-,1033,University of Rajshahi,Bangladesh,19819,17.8,0.0,36 : 64,34.8724999999999,16.5,9.9,77.0,22.1,42.0,2026
1201-1400,1201-1400,University of Rijeka,Croatia,Europe,L,CO,VH,Public,7.3,701,8.4,701,17.0,801,8.7,801,2.8,801,5.8,801.0,10.1,801.0,50.2,801.0,15.3,801,42.4,801,-,1655,University of Rijeka,Croatia,12749,15.6,0.05,"2 days, 11:41:00",24.6964999999999,20.1,19.4,31.3,36.4,30.6,2026
1201-1400,1001-1200,University of Sarajevo,Bosnia and Herzegovina,Europe,L,CO,HI,Public,5.0,701,1.0,701,6.5,801,2.9,801,,,5.2,801.0,4.1,801.0,41.3,801.0,89.1,113,20.5,801,-,1897,University of Sarajevo,Bosnia and Herzegovina,21375,13.0,0.03,,20.1414999999999,21.2,11.5,23.4,33.0,29.5,2026
1201-1400,1201-1400,University of Silesia in Katowice,Poland,Europe,L,CO,VH,Public,8.6,701,6.8,701,31.3,611,5.7,801,5.1,801,7.4,801.0,12.0,801.0,59.3,703.0,10.1,801,44.4,801,-,1649,University of Silesia in Katowice,Poland,17261,10.6,0.05,"2 days, 18:34:00",24.85,28.0,15.2,28.8,27.8,32.4,2026
1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,Public,7.6,701,9.2,701,8.7,801,8.8,801,1.6,801,3.3,801.0,7.5,801.0,52.3,801.0,22.4,687,44.8,801,-,1487,University of Split,Croatia,18811,15.0,0.03,"2 days, 11:41:00",27.4225,22.2,15.3,42.3,28.6,34.7,2026
1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,VH,Public,11.3,701,9.1,701,4.5,801,5.1,801,1.3,801,8.1,801.0,12.0,801.0,69.8,535.0,5.2,801,53.0,646=,-,1015,Zagazig University,Egypt,172762,21.8,0.03,"2 days, 4:48:00",35.147,17.9,11.2,71.2,36.4,50.7,2026
1401,1201-1400,Anadolu University,Türkiye,Asia,L,SP,VH,Public,6.2,701,8.4,701,17.5,801,5.1,801,2.2,801,5.3,801.0,4.2,801.0,24.9,801.0,22.3,691,22.3,801,-,1194,Anadolu University,Turkey,27577,21.0,0.06,"2 days, 5:47:00",32.204,23.4,10.8,62.6,22.1,33.4,2026
1401,1201-1400,Aoyama Gakuin University,Japan,Asia,L,FO,HI,Private not for Profit,7.1,701,16.8,701,7.4,801,2.5,801,20.3,707,4.5,801.0,3.6,801.0,9.5,801.0,14.5,801,9.6,801,-,2123,Aoyama Gakuin University,Japan,20622,18.1,0.05,"2 days, 1:51:00",14.7945,16.7,9.4,10.8,29.3,36.4,2026
1401,,Aswan University,Egypt,Africa,L,FC,HI,Public,7.1,701,2.2,701,11.8,801,6.4,801,1.1,801,1.8,801.0,6.1,801.0,53.9,784.0,2.9,801,40.0,801,-,1184,Aswan University,Egypt,32185,31.6,0.0,"2 days, 2:50:00",32.31,16.0,11.9,64.9,22.6,50.2,2026
1401,,Benha University,Egypt,Africa,XL,FC,HI,Public,6.2,701,4.4,701,8.2,801,4.2,801,1.0,801,2.4,801.0,6.7,801.0,59.7,699.0,2.9,801,36.1,801,-,1235,Benha University,Egypt,111190,28.9,0.01,"1 day, 22:54:00",31.5794999999999,16.5,10.3,63.9,22.0,49.0,2026
1401,1201-1400,Central Michigan University,United States of America,Americas,L,FC,HI,Public,3.6,701,5.0,701,11.5,801,11.2,801,4.8,801,23.4,684.0,17.6,801.0,26.2,801.0,15.0,801,29.2,801,-,1105,Central Michigan University,United States,13765,19.8,0.1,"2 days, 11:41:00",33.6095,30.2,16.8,49.6,47.4,40.7,2026
1401,1201-1400,Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,Private for Profit,5.0,701,6.7,701,6.4,801,8.4,801,7.4,801,13.2,801.0,15.9,801.0,22.2,801.0,2.1,801,40.6,801,-,1347,Chaoyang University of Technology,Taiwan,13390,34.9,0.06,"2 days, 7:45:00",29.51,15.5,22.8,42.6,53.7,45.3,2026
1401,1401,East West University,Bangladesh,Asia,L,FO,HI,Private not for Profit,8.8,701,17.7,701,3.7,801,4.5,801,1.4,801,1.0,801.0,5.5,801.0,9.2,801.0,8.3,801,32.5,801,-,1818,East West University,Bangladesh,12156,26.8,0.0,"2 days, 3:49:00",21.7655,11.2,9.3,41.7,17.8,33.9,2026
1401,1201-1400,Herzen State Pedagogical University of Russia,Russian Federation,Europe,L,FO,HI,Public,3.8,701,4.2,701,22.2,785,1.5,801,1.7,801,59.8,344.0,56.4,364.0,11.4,801.0,7.2,801,25.4,801,-,2062,Herzen State Pedagogical University of Russia,Russian Federation,17884,16.0,0.21,"3 days, 0:28:00",16.464,20.7,12.9,9.8,18.6,39.1,2026
1401,1201-1400,Hue University,Viet Nam,Asia,XL,CO,HI,Public,7.6,701,15.0,701,3.7,801,2.6,801,1.5,801,2.0,801.0,6.2,801.0,27.7,801.0,6.6,801,28.3,801,-,2065,Hue University,Vietnam,50639,21.5,0.01,"2 days, 8:44:00",16.378,14.2,9.4,18.1,17.2,44.6,2026
1401,1201-1400,Kazan National Research Technological University,Russian Federation,Europe,L,CO,HI,Public,5.3,701,7.8,701,27.9,682,2.0,801,1.9,801,30.9,581.0,32.4,585.0,10.3,801.0,5.5,801,13.7,801,-,2041,Kazan National Research Technological University,Russian Federation,13472,12.3,0.16,39 : 61,16.799,22.0,9.9,10.2,44.2,34.8,2026
1401,1201-1400,Khulna University,Bangladesh,Asia,M,CO,HI,,8.6,701,7.9,701,14.3,801,8.6,801,,,,,,,20.8,801.0,4.3,801,25.4,801,-,1493,Khulna University,Bangladesh,8131,13.9,0.0,"1 day, 21:55:00",27.3225,17.3,9.9,50.7,18.7,45.2,2026
1401,1201-1400,Lublin University of Technology,Poland,Europe,M,FO,VH,Public,6.9,701,3.0,701,28.1,680,8.9,801,2.5,801,29.5,595.0,27.5,645.0,14.4,801.0,3.9,801,17.7,801,-,1585,Lublin University of Technology,Poland,6721,11.4,0.13,27 : 73,25.75,25.8,14.8,31.6,30.8,41.8,2026
