university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,rank_numeric,score_original,score_numeric,rank_normalized,score_normalized
Centro Federal de EducaÃ§Ã£o TecnolÃ³gica Celso Suckow da Fonseca (CEFET-RJ),Brazil,2026,THE,1947.0,18.858,centro federal de educaã§ã£o tecnolã³gica celso suckow da fonseca (cefet-rj),brazil,1947,1947.0,18.858,18.858,11.141552511415526,9.566903684550745
Jean Moulin University â€“ Lyon 3,France,2026,THE,1948.0,18.852,jean moulin university â€“ lyon 3,france,1948,1948.0,18.852,18.852,11.095890410958905,9.560216659608143
Mersin University,Turkey,2026,THE,1949.0,18.845,mersin university,turkey,1949,1949.0,18.845,18.845,11.050228310502282,9.552415130508436
MuÅŸ Alparslan University,Turkey,2026,THE,1950.0,18.8315,muåÿ alparslan university,turkey,1950,1950.0,18.8315,18.8315,11.004566210045661,9.53736932438758
Presidency University,India,2026,THE,1951.0,18.7884999999999,presidency university,india,1951,1951.0,18.7884999999999,18.7884999999999,10.95890410958904,9.489445645632147
Don State Technical University,Russian Federation,2026,THE,1952.0,18.7465,don state technical university,russian federation,1952,1952.0,18.7465,18.7465,10.913242009132421,9.44263647103404
Universidad Pontificia Bolivariana (UPB),Colombia,2026,THE,1953.0,18.7464999999999,universidad pontificia bolivariana (upb),colombia,1953,1953.0,18.7464999999999,18.7464999999999,10.867579908675799,9.442636471033929
Ionian University,Greece,2026,THE,1954.0,18.7395,ionian university,greece,1954,1954.0,18.7395,18.7395,10.821917808219178,9.434834941934334
Universitas Negeri Jakarta,Indonesia,2026,THE,1955.0,18.692,universitas negeri jakarta,indonesia,1955,1955.0,18.692,18.692,10.776255707762557,9.38189599447206
Tikrit University,Iraq,2026,THE,1956.0,18.6805,tikrit university,iraq,1956,1956.0,18.6805,18.6805,10.730593607305936,9.369079196665403
National University of CÃ³rdoba,Argentina,2026,THE,1957.0,18.6535,national university of cã³rdoba,argentina,1957,1957.0,18.6535,18.6535,10.684931506849315,9.338987584423693
Gheorghe Asachi Technical University of IaÅŸi,Romania,2026,THE,1958.0,18.653,gheorghe asachi technical university of iaåÿi,romania,1958,1958.0,18.653,18.653,10.639269406392694,9.338430332345139
Gdynia Maritime University,Poland,2026,THE,1959.0,18.6459999999999,gdynia maritime university,poland,1959,1959.0,18.6459999999999,18.6459999999999,10.593607305936073,9.330628803245327
Thiagarajar College of Engineering,India,2026,THE,1960.0,18.642,thiagarajar college of engineering,india,1960,1960.0,18.642,18.642,10.547945205479452,9.326170786617034
EskiÅŸehir Technical University,Turkey,2026,THE,1961.0,18.576,eskiåÿehir technical university,turkey,1961,1961.0,18.576,18.576,10.50228310502283,9.252613512248402
Azerbaijan State Oil and Industry University,Azerbaijan,2026,THE,1962.0,18.5745,azerbaijan state oil and industry university,azerbaijan,1962,1962.0,18.5745,18.5745,10.45662100456621,9.25094175601275
"Federal University of Agriculture, Abeokuta",Nigeria,2026,THE,1963.0,18.5175,"federal university of agriculture, abeokuta",nigeria,1963,1963.0,18.5175,18.5175,10.41095890410959,9.18741501905802
Afyon Kocatepe University,Turkey,2026,THE,1964.0,18.517,afyon kocatepe university,turkey,1964,1964.0,18.517,18.517,10.365296803652967,9.186857766979472
Mindanao State University â€“ Iligan Institute of Technology,Philippines,2026,THE,1965.0,18.5135,mindanao state university â€“ iligan institute of technology,philippines,1965,1965.0,18.5135,18.5135,10.319634703196346,9.182957002429621
Zonguldak BÃ¼lent Ecevit University,Turkey,2026,THE,1966.0,18.5129999999999,zonguldak bã¼lent ecevit university,turkey,1966,1966.0,18.5129999999999,18.5129999999999,10.273972602739725,9.182399750350957
Irkutsk National Research Technical University,Russian Federation,2026,THE,1967.0,18.5009999999999,irkutsk national research technical university,russian federation,1967,1967.0,18.5009999999999,18.5009999999999,10.228310502283106,9.169025700465754
University of Hyogo,Japan,2026,THE,1968.0,18.4985,university of hyogo,japan,1968,1968.0,18.4985,18.4985,10.182648401826484,9.166239440073113
Universitas Muhammadiyah Malang,Indonesia,2026,THE,1968.0,18.4985,universitas muhammadiyah malang,indonesia,1968,1968.0,18.4985,18.4985,10.182648401826484,9.166239440073113
University of Biskra,Algeria,2026,THE,1970.0,18.4915,university of biskra,algeria,1970,1970.0,18.4915,18.4915,10.091324200913242,9.158437910973408
Universitas Negeri Surabaya,Indonesia,2026,THE,1971.0,18.474,universitas negeri surabaya,indonesia,1971,1971.0,18.474,18.474,10.045662100456621,9.13893408822415
Islamic Science University of Malaysia (USIM),Malaysia,2026,THE,1972.0,18.4715,islamic science university of malaysia (usim),malaysia,1972,1972.0,18.4715,18.4715,10.0,9.136147827831397
Islamic University of Indonesia,Indonesia,2026,THE,1973.0,18.4619999999999,islamic university of indonesia,indonesia,1973,1973.0,18.4619999999999,18.4619999999999,9.954337899543379,9.125560038338833
Ä°zmir KÃ¢tip Ã‡elebi University,Turkey,2026,THE,1974.0,18.427,ä°zmir kã¢tip ã‡elebi university,turkey,1974,1974.0,18.427,18.427,9.908675799086758,9.086552392840426
National Ilan University,Taiwan,2026,THE,1975.0,18.4,national ilan university,taiwan,1975,1975.0,18.4,18.4,9.863013698630137,9.056460780598712
Srinakharinwirot University,Thailand,2026,THE,1976.0,18.396,srinakharinwirot university,thailand,1976,1976.0,18.396,18.396,9.817351598173515,9.052002763970311
Central University of Venezuela,Venezuela,2026,THE,1977.0,18.2915,central university of venezuela,venezuela,1977,1977.0,18.2915,18.2915,9.771689497716896,8.935537079553308
University of Thi-Qar,Iraq,2026,THE,1978.0,18.288,university of thi-qar,iraq,1978,1978.0,18.288,18.288,9.726027397260275,8.931636315003457
Ekiti State University,Nigeria,2026,THE,1979.0,18.284,ekiti state university,nigeria,1979,1979.0,18.284,18.284,9.680365296803654,8.927178298375054
RzeszÃ³w University of Technology,Poland,2026,THE,1980.0,18.276,rzeszã³w university of technology,poland,1980,1980.0,18.276,18.276,9.634703196347031,8.91826226511825
East China University of Technology,China,2026,THE,1981.0,18.2635,east china university of technology,china,1981,1981.0,18.2635,18.2635,9.58904109589041,8.904330963154495
EAFIT University,Colombia,2026,THE,1982.0,18.2114999999999,eafit university,colombia,1982,1982.0,18.2114999999999,18.2114999999999,9.543378995433791,8.846376746985158
Ã‡anakkale Onsekiz Mart University,Turkey,2026,THE,1983.0,18.171,ã‡anakkale onsekiz mart university,turkey,1983,1983.0,18.171,18.171,9.497716894977168,8.801239328622696
University of Port Harcourt,Nigeria,2026,THE,1984.0,18.147,university of port harcourt,nigeria,1984,1984.0,18.147,18.147,9.452054794520548,8.774491228852282
Temuco Catholic University,Chile,2026,THE,1985.0,18.1364999999999,temuco catholic university,chile,1985,1985.0,18.1364999999999,18.1364999999999,9.406392694063927,8.762788935202616
University of Caxias do Sul,Brazil,2026,THE,1986.0,18.1105,university of caxias do sul,brazil,1986,1986.0,18.1105,18.1105,9.360730593607306,8.733811827118114
Dicle University,Turkey,2026,THE,1987.0,18.0655,dicle university,turkey,1987,1987.0,18.0655,18.0655,9.315068493150685,8.683659140048594
Perm National Research Polytechnic University,Russian Federation,2026,THE,1988.0,18.0574999999999,perm national research polytechnic university,russian federation,1988,1988.0,18.0574999999999,18.0574999999999,9.269406392694064,8.674743106791679
UniversitÃ© Cheikh Anta Diop de Dakar (UCAD),Senegal,2026,THE,1989.0,18.0325,universitã© cheikh anta diop de dakar (ucad),senegal,1989,1989.0,18.0325,18.0325,9.223744292237443,8.646880502864276
University of Abou Bekr BelkaÃ¯d Tlemcen,Algeria,2026,THE,1990.0,17.993,university of abou bekr belkaã¯d tlemcen,algeria,1990,1990.0,17.993,17.993,9.178082191780822,8.602857588658805
BaÅŸkent University,Turkey,2026,THE,1991.0,17.9745,baåÿkent university,turkey,1991,1991.0,17.9745,17.9745,9.1324200913242,8.582239261752447
Universidad del Valle,Colombia,2026,THE,1992.0,17.973,universidad del valle,colombia,1992,1992.0,17.973,17.973,9.08675799086758,8.580567505516795
Pontificia Universidad CatÃ³lica del Ecuador,Ecuador,2026,THE,1993.0,17.9419999999999,pontificia universidad catã³lica del ecuador,ecuador,1993,1993.0,17.9419999999999,17.9419999999999,9.04109589041096,8.546017876646571
KÄ±rÅŸehir Ahi Evran University,Turkey,2026,THE,1994.0,17.936,kä±råÿehir ahi evran university,turkey,1994,1994.0,17.936,17.936,8.995433789954339,8.539330851704078
Universidad Panamericana (UP),Mexico,2026,THE,1995.0,17.935,universidad panamericana (up),mexico,1995,1995.0,17.935,17.935,8.949771689497716,8.538216347546976
Dr. M.G.R. Educational and Research Institute,India,2026,THE,1996.0,17.9305,dr. m.g.r. educational and research institute,india,1996,1996.0,17.9305,17.9305,8.904109589041095,8.533201078840023
Bozok University,Turkey,2026,THE,1997.0,17.8935,bozok university,turkey,1997,1997.0,17.8935,17.8935,8.858447488584476,8.491964425027305
ÃœskÃ¼dar University,Turkey,2026,THE,1998.0,17.88,ãœskã¼dar university,turkey,1998,1998.0,17.88,17.88,8.812785388127855,8.47691861890645
Yerevan State University,Armenia,2026,THE,1999.0,17.864,yerevan state university,armenia,1999,1999.0,17.864,17.864,8.767123287671232,8.459086552392844
National Technical University Kharkiv Polytechnic Institute,Ukraine,2026,THE,2000.0,17.848,national technical university kharkiv polytechnic institute,ukraine,2000,2000.0,17.848,17.848,8.721461187214611,8.441254485879233
Ordu University,Turkey,2026,THE,2001.0,17.7749999999999,ordu university,turkey,2001,2001.0,17.7749999999999,17.7749999999999,8.67579908675799,8.359895682410784
Kharkiv Aviation Institute,Ukraine,2026,THE,2002.0,17.7735,kharkiv aviation institute,ukraine,2002,2002.0,17.7735,17.7735,8.63013698630137,8.358223926175244
National University of Cuyo,Argentina,2026,THE,2003.0,17.7545,national university of cuyo,argentina,2003,2003.0,17.7545,17.7545,8.584474885844749,8.337048347190336
Dumlupinar University,Turkey,2026,THE,2004.0,17.7125,dumlupinar university,turkey,2004,2004.0,17.7125,17.7125,8.538812785388128,8.290239172592113
Kazakh National Agrarian Research University,Kazakhstan,2026,THE,2005.0,17.6974999999999,kazakh national agrarian research university,kazakhstan,2005,2005.0,17.6974999999999,17.6974999999999,8.493150684931507,8.273521610235495
University of Kelaniya,Sri Lanka,2026,THE,2006.0,17.6965,university of kelaniya,sri lanka,2006,2006.0,17.6965,17.6965,8.447488584474886,8.272407106078507
Petersburg State Transport University,Russian Federation,2026,THE,2007.0,17.6255,petersburg state transport university,russian federation,2007,2007.0,17.6255,17.6255,8.401826484018265,8.193277310924369
Universidade Estadual de Feira de Santana (UEFS),Brazil,2026,THE,2008.0,17.6035,universidade estadual de feira de santana (uefs),brazil,2008,2008.0,17.6035,17.6035,8.356164383561644,8.16875821946816
UÅŸak University,Turkey,2026,THE,2009.0,17.5975,uåÿak university,turkey,2009,2009.0,17.5975,17.5975,8.310502283105023,8.162071194525558
Mackenzie Presbyterian University,Brazil,2026,THE,2010.0,17.59,mackenzie presbyterian university,brazil,2010,2010.0,17.59,17.59,8.2648401826484,8.153712413347304
Tokyo City University,Japan,2026,THE,2011.0,17.5899999999999,tokyo city university,japan,2011,2011.0,17.5899999999999,17.5899999999999,8.21917808219178,8.153712413347192
Novosibirsk State Technical University,Russian Federation,2026,THE,2012.0,17.525,novosibirsk state technical university,russian federation,2012,2012.0,17.525,17.525,8.17351598173516,8.08126964313577
Giresun University,Turkey,2026,THE,2013.0,17.5175,giresun university,turkey,2013,2013.0,17.5175,17.5175,8.12785388127854,8.072910861957515
Larbi Tebessi University,Algeria,2026,THE,2014.0,17.5064999999999,larbi tebessi university,algeria,2014,2014.0,17.5064999999999,17.5064999999999,8.082191780821917,8.060651316229299
National University of Kaohsiung,Taiwan,2026,THE,2015.0,17.506,national university of kaohsiung,taiwan,2015,2015.0,17.506,17.506,8.036529680365296,8.06009406415086
Jan Evangelista PurkynÄ› University,Czechia,2026,THE,2016.0,17.4749999999999,jan evangelista purkynä› university,czechia,2016,2016.0,17.4749999999999,17.4749999999999,7.9908675799086755,8.025544435280631
University of Prishtina,Kosovo,2026,THE,2017.0,17.4715,university of prishtina,kosovo,2017,2017.0,17.4715,17.4715,7.9452054794520555,8.021643670730892
University of BÃ©jaÃ¯a,Algeria,2026,THE,2018.0,17.421,university of bã©jaã¯a,algeria,2018,2018.0,17.421,17.421,7.899543378995435,7.965361210797317
University of Laghouat,Algeria,2026,THE,2019.0,17.4124999999999,university of laghouat,algeria,2019,2019.0,17.4124999999999,17.4124999999999,7.853881278538813,7.955887925461849
Hitit University,Turkey,2026,THE,2020.0,17.3965,hitit university,turkey,2020,2020.0,17.3965,17.3965,7.808219178082192,7.9380558589483545
Instituto PolitÃ©cnico Nacional (IPN),Mexico,2026,THE,2021.0,17.3819999999999,instituto politã©cnico nacional (ipn),mexico,2021,2021.0,17.3819999999999,17.3819999999999,7.76255707762557,7.921895548670284
North-Caucasus Federal University,Russian Federation,2026,THE,2022.0,17.3795,north-caucasus federal university,russian federation,2022,2022.0,17.3795,17.3795,7.71689497716895,7.919109288277647
Oran 1 University,Algeria,2026,THE,2023.0,17.3265,oran 1 university,algeria,2023,2023.0,17.3265,17.3265,7.671232876712329,7.8600405679513194
BenemÃ©rita Universidad AutÃ³noma de Puebla,Mexico,2026,THE,2024.0,17.3134999999999,benemã©rita universidad autã³noma de puebla,mexico,2024,2024.0,17.3134999999999,17.3134999999999,7.625570776255708,7.845552013908903
Vasyl Stefanyk Carpathian National University,Ukraine,2026,THE,2025.0,17.3045,vasyl stefanyk carpathian national university,ukraine,2025,2025.0,17.3045,17.3045,7.579908675799087,7.835521476495109
Aksaray University,Turkey,2026,THE,2026.0,17.1885,aksaray university,turkey,2026,2026.0,17.1885,17.1885,7.534246575342466,7.706238994271451
Chubu University,Japan,2026,THE,2027.0,17.1875,chubu university,japan,2027,2027.0,17.1875,17.1875,7.488584474885844,7.70512449011435
University of Cuenca,Ecuador,2026,THE,2028.0,17.182,university of cuenca,ecuador,2028,2028.0,17.182,17.182,7.442922374429224,7.698994717250295
National Technical University of Ukraine â€“ Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,2026,THE,2029.0,17.1035,national technical university of ukraine â€“ igor sikorsky kyiv polytechnic institute,ukraine,2029,2029.0,17.1035,17.1035,7.397260273972603,7.611506140917908
Mugla Sitki Kocman University,Turkey,2026,THE,2030.0,17.094,mugla sitki kocman university,turkey,2030,2030.0,17.094,17.094,7.351598173515981,7.600918351425453
North-Eastern Federal University,Russian Federation,2026,THE,2031.0,17.0845,north-eastern federal university,russian federation,2031,2031.0,17.0845,17.0845,7.30593607305936,7.590330561932995
Universidad CientÃ­fica del Sur,Peru,2026,THE,2032.0,17.058,universidad cientã­fica del sur,peru,2032,2032.0,17.058,17.058,7.260273972602739,7.560796201769833
Manisa Celal Bayar University,Turkey,2026,THE,2033.0,17.0455,manisa celal bayar university,turkey,2033,2033.0,17.0455,17.0455,7.214611872146119,7.546864899806079
Bursa Technical University,Turkey,2026,THE,2034.0,17.0244999999999,bursa technical university,turkey,2034,2034.0,17.0244999999999,17.0244999999999,7.168949771689498,7.523460312506855
Jan Kochanowski University in Kielce,Poland,2026,THE,2035.0,17.0065,jan kochanowski university in kielce,poland,2035,2035.0,17.0065,17.0065,7.123287671232877,7.503399237679156
National University of Mongolia,Mongolia,2026,THE,2036.0,17.0009999999999,national university of mongolia,mongolia,2036,2036.0,17.0009999999999,17.0009999999999,7.077625570776255,7.497269464814996
Polytechnic Institute of SetÃºbal,Portugal,2026,THE,2037.0,16.967,polytechnic institute of setãºbal,portugal,2037,2037.0,16.967,16.967,7.031963470319634,7.459376323473686
